Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,6,0.000000,10.900000,10.900000,210.000000,,,210.000000,HARD,,
2,t02,Periodic,3,0.000000,3.600000,3.600000,640.000000,,,640.000000,HARD,,
3,t03,Aperiodic,19,0.000000,0.800000,0.800000,10.000000,10.000000,20.000000,10.000000,HARD,,
4,t04,Aperiodic,4,0.000000,3.400000,3.400000,260.000000,260.000000,400.000000,260.000000,HARD,,
5,t05,Aperiodic,16,0.000000,0.100000,0.100000,20.000000,20.000000,40.000000,20.000000,HARD,,
6,t06,Periodic,1,0.000000,27.200000,27.200000,820.000000,,,820.000000,HARD,,
7,t07,Periodic,11,0.000000,7.100000,7.100000,60.000000,,,60.000000,HARD,,
8,t08,Periodic,14,0.000000,0.700000,0.700000,30.000000,,,30.000000,HARD,,
9,t09,Aperiodic,8,0.000000,1.900000,1.900000,100.000000,100.000000,170.000000,100.000000,HARD,,
10,t10,Periodic,5,0.000000,6.000000,6.000000,240.000000,,,240.000000,HARD,,
11,t11,Aperiodic,15,0.000000,0.600000,0.600000,20.000000,20.000000,40.000000,20.000000,HARD,,
12,t12,Aperiodic,10,0.000000,1.500000,1.500000,60.000000,60.000000,110.000000,60.000000,HARD,,
13,t13,Periodic,12,0.000000,1.100000,1.100000,40.000000,,,40.000000,HARD,,
14,t14,Aperiodic,18,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
15,t15,Periodic,7,0.000000,0.900000,0.900000,130.000000,,,130.000000,HARD,,
16,t16,Periodic,0,0.000000,19.800000,19.800000,830.000000,,,830.000000,HARD,,
17,t17,Periodic,13,0.000000,3.100000,3.100000,30.000000,,,30.000000,HARD,,
18,t18,Aperiodic,9,0.000000,3.600000,3.600000,60.000000,60.000000,90.000000,60.000000,HARD,,
19,t19,Periodic,2,0.000000,3.100000,3.100000,760.000000,,,760.000000,HARD,,
20,t20,Periodic,17,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,

