Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,10,0.000000,0.700000,0.700000,50.000000,50.000000,100.000000,50.000000,HARD,,
2,t02,Aperiodic,12,0.000000,0.800000,0.800000,30.000000,30.000000,50.000000,30.000000,HARD,,
3,t03,Periodic,13,0.000000,0.600000,0.600000,20.000000,,,20.000000,HARD,,
4,t04,Aperiodic,3,0.000000,6.500000,6.500000,250.000000,250.000000,410.000000,250.000000,HARD,,
5,t05,Periodic,2,0.000000,19.700000,19.700000,460.000000,,,460.000000,HARD,,
6,t06,Aperiodic,11,0.000000,2.000000,2.000000,30.000000,30.000000,50.000000,30.000000,HARD,,
7,t07,Aperiodic,7,0.000000,7.300000,7.300000,120.000000,120.000000,140.000000,120.000000,HARD,,
8,t08,Periodic,5,0.000000,6.400000,6.400000,160.000000,,,160.000000,HARD,,
9,t09,Periodic,4,0.000000,9.000000,9.000000,180.000000,,,180.000000,HARD,,
10,t10,Periodic,0,0.000000,57.200000,57.200000,940.000000,,,940.000000,HARD,,
11,t11,Periodic,9,0.000000,9.400000,9.400000,50.000000,,,50.000000,HARD,,
12,t12,Periodic,1,0.000000,11.400000,11.400000,880.000000,,,880.000000,HARD,,
13,t13,Aperiodic,6,0.000000,5.200000,5.200000,130.000000,130.000000,180.000000,130.000000,HARD,,
14,t14,Periodic,14,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
15,t15,Periodic,8,0.000000,1.500000,1.500000,50.000000,,,50.000000,HARD,,

