Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,0,0.000000,27.500000,27.500000,340.000000,,,340.000000,HARD,,
2,t02,Aperiodic,14,0.000000,1.100000,1.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
3,t03,Periodic,5,0.000000,2.800000,2.800000,150.000000,,,150.000000,HARD,,
4,t04,Periodic,1,0.000000,12.600000,12.600000,310.000000,,,310.000000,HARD,,
5,t05,Periodic,2,0.000000,2.500000,2.500000,290.000000,,,290.000000,HARD,,
6,t06,Periodic,13,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
7,t07,Periodic,8,0.000000,2.000000,2.000000,20.000000,,,20.000000,HARD,,
8,t08,Periodic,3,0.000000,24.300000,24.300000,190.000000,,,190.000000,HARD,,
9,t09,Aperiodic,12,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
10,t10,Periodic,11,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
11,t11,Aperiodic,4,0.000000,3.600000,3.600000,160.000000,160.000000,320.000000,160.000000,HARD,,
12,t12,Aperiodic,6,0.000000,0.800000,0.800000,70.000000,70.000000,100.000000,70.000000,HARD,,
13,t13,Aperiodic,10,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
14,t14,Periodic,7,0.000000,1.000000,1.000000,20.000000,,,20.000000,HARD,,
15,t15,Aperiodic,9,0.000000,0.600000,0.600000,10.000000,10.000000,20.000000,10.000000,HARD,,

