Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,0,0.000000,29.500000,29.500000,590.000000,,,590.000000,HARD,,
2,t02,Aperiodic,14,0.000000,0.300000,0.300000,20.000000,20.000000,30.000000,20.000000,HARD,,
3,t03,Periodic,12,0.000000,0.600000,0.600000,60.000000,,,60.000000,HARD,,
4,t04,Aperiodic,7,0.000000,0.400000,0.400000,130.000000,130.000000,210.000000,130.000000,HARD,,
5,t05,Periodic,2,0.000000,0.500000,0.500000,360.000000,,,360.000000,HARD,,
6,t06,Aperiodic,11,0.000000,5.100000,5.100000,70.000000,70.000000,120.000000,70.000000,HARD,,
7,t07,Periodic,10,0.000000,5.400000,5.400000,80.000000,,,80.000000,HARD,,
8,t08,Aperiodic,1,0.000000,37.000000,37.000000,360.000000,360.000000,610.000000,360.000000,HARD,,
9,t09,Aperiodic,8,0.000000,5.400000,5.400000,120.000000,120.000000,210.000000,120.000000,HARD,,
10,t10,Aperiodic,5,0.000000,8.400000,8.400000,170.000000,170.000000,330.000000,170.000000,HARD,,
11,t11,Periodic,6,0.000000,9.000000,9.000000,150.000000,,,150.000000,HARD,,
12,t12,Periodic,4,0.000000,7.500000,7.500000,220.000000,,,220.000000,HARD,,
13,t13,Periodic,9,0.000000,7.700000,7.700000,90.000000,,,90.000000,HARD,,
14,t14,Periodic,13,0.000000,0.100000,0.100000,20.000000,,,20.000000,HARD,,
15,t15,Periodic,3,0.000000,30.100000,30.100000,310.000000,,,310.000000,HARD,,

