Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,6,0.000000,33.900000,33.900000,210.000000,,,210.000000,HARD,,
2,t02,Periodic,8,0.000000,26.900000,26.900000,130.000000,,,130.000000,HARD,,
3,t03,Aperiodic,14,0.000000,0.600000,0.600000,10.000000,10.000000,20.000000,10.000000,HARD,,
4,t04,Periodic,5,0.000000,10.100000,10.100000,320.000000,,,320.000000,HARD,,
5,t05,Periodic,2,0.000000,6.400000,6.400000,770.000000,,,770.000000,HARD,,
6,t06,Periodic,10,0.000000,0.100000,0.100000,30.000000,,,30.000000,HARD,,
7,t07,Periodic,3,0.000000,7.000000,7.000000,690.000000,,,690.000000,HARD,,
8,t08,Aperiodic,13,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
9,t09,Periodic,9,0.000000,3.900000,3.900000,40.000000,,,40.000000,HARD,,
10,t10,Aperiodic,12,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
11,t11,Aperiodic,1,0.000000,6.600000,6.600000,890.000000,890.000000,1250.000000,890.000000,HARD,,
12,t12,Aperiodic,11,0.000000,0.500000,0.500000,10.000000,10.000000,20.000000,10.000000,HARD,,
13,t13,Periodic,0,0.000000,11.200000,11.200000,900.000000,,,900.000000,HARD,,
14,t14,Aperiodic,4,0.000000,6.400000,6.400000,460.000000,460.000000,600.000000,460.000000,HARD,,
15,t15,Periodic,7,0.000000,3.100000,3.100000,160.000000,,,160.000000,HARD,,

