Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,6,0.000000,0.500000,0.500000,340.000000,,,340.000000,HARD,,
2,"t02",Periodic,10,0.000000,4.500000,4.500000,180.000000,,,180.000000,HARD,,
3,"t03",Periodic,14,0.000000,0.900000,0.900000,50.000000,,,50.000000,HARD,,
4,"t04",Aperiodic,8,0.000000,3.300000,3.300000,280.000000,280.000000,540.000000,280.000000,HARD,,
5,"t05",Periodic,19,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
6,"t06",Periodic,18,0.000000,0.500000,0.500000,10.000000,,,10.000000,HARD,,
7,"t07",Periodic,12,0.000000,0.900000,0.900000,140.000000,,,140.000000,HARD,,
8,"t08",Periodic,9,0.000000,7.000000,7.000000,190.000000,,,190.000000,HARD,,
9,"t09",Periodic,17,0.000000,0.900000,0.900000,20.000000,,,20.000000,HARD,,
10,"t10",Periodic,15,0.000000,0.700000,0.700000,40.000000,,,40.000000,HARD,,
11,"t11",Periodic,4,0.000000,1.500000,1.500000,380.000000,,,380.000000,HARD,,
12,"t12",Aperiodic,5,0.000000,28.300000,28.300000,370.000000,370.000000,490.000000,370.000000,HARD,,
13,"t13",Periodic,11,0.000000,4.200000,4.200000,160.000000,,,160.000000,HARD,,
14,"t14",Periodic,2,0.000000,2.100000,2.100000,420.000000,,,420.000000,HARD,,
15,"t15",Aperiodic,7,0.000000,14.000000,14.000000,290.000000,290.000000,420.000000,290.000000,HARD,,
16,"t16",Periodic,0,0.000000,41.600000,41.600000,710.000000,,,710.000000,HARD,,
17,"t17",Aperiodic,13,0.000000,0.300000,0.300000,120.000000,120.000000,220.000000,120.000000,HARD,,
18,"t18",Periodic,16,0.000000,0.900000,0.900000,30.000000,,,30.000000,HARD,,
19,"t19",Periodic,1,0.000000,57.700000,57.700000,420.000000,,,420.000000,HARD,,
20,"t20",Periodic,3,0.000000,20.500000,20.500000,390.000000,,,390.000000,HARD,,
