Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,6,0.000000,6.100000,6.100000,450.000000,,,450.000000,HARD,,
2,t02,Periodic,7,0.000000,9.900000,9.900000,340.000000,,,340.000000,HARD,,
3,t03,Periodic,19,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
4,t04,Aperiodic,15,0.000000,0.100000,0.100000,60.000000,60.000000,70.000000,60.000000,HARD,,
5,t05,Periodic,10,0.000000,3.500000,3.500000,200.000000,,,200.000000,HARD,,
6,t06,Aperiodic,13,0.000000,0.300000,0.300000,80.000000,80.000000,130.000000,80.000000,HARD,,
7,t07,Periodic,4,0.000000,80.300000,80.300000,570.000000,,,570.000000,HARD,,
8,t08,Periodic,9,0.000000,2.800000,2.800000,240.000000,,,240.000000,HARD,,
9,t09,Periodic,12,0.000000,1.100000,1.100000,80.000000,,,80.000000,HARD,,
10,t10,Periodic,5,0.000000,11.200000,11.200000,520.000000,,,520.000000,HARD,,
11,t11,Periodic,3,0.000000,44.700000,44.700000,660.000000,,,660.000000,HARD,,
12,t12,Periodic,11,0.000000,2.700000,2.700000,130.000000,,,130.000000,HARD,,
13,t13,Periodic,17,0.000000,0.300000,0.300000,30.000000,,,30.000000,HARD,,
14,t14,Periodic,1,0.000000,21.900000,21.900000,980.000000,,,980.000000,HARD,,
15,t15,Periodic,18,0.000000,1.400000,1.400000,20.000000,,,20.000000,HARD,,
16,t16,Aperiodic,2,0.000000,86.200000,86.200000,940.000000,940.000000,1280.000000,940.000000,HARD,,
17,t17,Periodic,16,0.000000,0.800000,0.800000,30.000000,,,30.000000,HARD,,
18,t18,Periodic,0,0.000000,53.100000,53.100000,990.000000,,,990.000000,HARD,,
19,t19,Aperiodic,8,0.000000,8.200000,8.200000,270.000000,270.000000,420.000000,270.000000,HARD,,
20,t20,Periodic,14,0.000000,1.700000,1.700000,70.000000,,,70.000000,HARD,,

