Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,36,0.000000,0.700000,0.700000,40.000000,,,40.000000,HARD,,
2,t02,Periodic,49,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
3,t03,Periodic,39,0.000000,0.200000,0.200000,30.000000,,,30.000000,HARD,,
4,t04,Periodic,38,0.000000,0.200000,0.200000,30.000000,,,30.000000,HARD,,
5,t05,Aperiodic,35,0.000000,0.100000,0.100000,40.000000,40.000000,80.000000,40.000000,HARD,,
6,t06,Periodic,10,0.000000,7.100000,7.100000,330.000000,,,330.000000,HARD,,
7,t07,Periodic,28,0.000000,0.300000,0.300000,70.000000,,,70.000000,HARD,,
8,t08,Periodic,13,0.000000,5.000000,5.000000,260.000000,,,260.000000,HARD,,
9,t09,Periodic,34,0.000000,0.300000,0.300000,40.000000,,,40.000000,HARD,,
10,t10,Periodic,31,0.000000,0.200000,0.200000,60.000000,,,60.000000,HARD,,
11,t11,Periodic,30,0.000000,0.100000,0.100000,60.000000,,,60.000000,HARD,,
12,t12,Periodic,48,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
13,t13,Aperiodic,43,0.000000,0.100000,0.100000,20.000000,20.000000,40.000000,20.000000,HARD,,
14,t14,Aperiodic,42,0.000000,0.200000,0.200000,20.000000,20.000000,40.000000,20.000000,HARD,,
15,t15,Periodic,33,0.000000,0.200000,0.200000,50.000000,,,50.000000,HARD,,
16,t16,Aperiodic,15,0.000000,0.700000,0.700000,250.000000,250.000000,290.000000,250.000000,HARD,,
17,t17,Periodic,3,0.000000,13.600000,13.600000,790.000000,,,790.000000,HARD,,
18,t18,Aperiodic,32,0.000000,0.300000,0.300000,50.000000,50.000000,60.000000,50.000000,HARD,,
19,t19,Periodic,18,0.000000,0.500000,0.500000,190.000000,,,190.000000,HARD,,
20,t20,Periodic,6,0.000000,20.000000,20.000000,540.000000,,,540.000000,HARD,,
21,t21,Periodic,11,0.000000,4.500000,4.500000,270.000000,,,270.000000,HARD,,
22,t22,Aperiodic,26,0.000000,0.300000,0.300000,80.000000,80.000000,90.000000,80.000000,HARD,,
23,t23,Periodic,16,0.000000,13.800000,13.800000,230.000000,,,230.000000,HARD,,
24,t24,Periodic,4,0.000000,5.400000,5.400000,690.000000,,,690.000000,HARD,,
25,t25,Aperiodic,19,0.000000,5.500000,5.500000,150.000000,150.000000,180.000000,150.000000,HARD,,
26,t26,Aperiodic,25,0.000000,0.300000,0.300000,80.000000,80.000000,120.000000,80.000000,HARD,,
27,t27,Periodic,23,0.000000,1.500000,1.500000,90.000000,,,90.000000,HARD,,
28,t28,Aperiodic,8,0.000000,3.900000,3.900000,450.000000,450.000000,800.000000,450.000000,HARD,,
29,t29,Aperiodic,29,0.000000,0.600000,0.600000,60.000000,60.000000,90.000000,60.000000,HARD,,
30,t30,Periodic,14,0.000000,1.400000,1.400000,250.000000,,,250.000000,HARD,,
31,t31,Periodic,21,0.000000,1.100000,1.100000,100.000000,,,100.000000,HARD,,
32,t32,Periodic,47,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
33,t33,Aperiodic,46,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
34,t34,Periodic,24,0.000000,0.800000,0.800000,80.000000,,,80.000000,HARD,,
35,t35,Periodic,7,0.000000,2.100000,2.100000,470.000000,,,470.000000,HARD,,
36,t36,Periodic,41,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
37,t37,Aperiodic,22,0.000000,1.500000,1.500000,90.000000,90.000000,150.000000,90.000000,HARD,,
38,t38,Periodic,45,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
39,t39,Aperiodic,44,0.000000,0.600000,0.600000,10.000000,10.000000,20.000000,10.000000,HARD,,
40,t40,Periodic,0,0.000000,6.700000,6.700000,930.000000,,,930.000000,HARD,,
41,t41,Periodic,27,0.000000,4.500000,4.500000,70.000000,,,70.000000,HARD,,
42,t42,Aperiodic,12,0.000000,0.500000,0.500000,260.000000,260.000000,510.000000,260.000000,HARD,,
43,t43,Aperiodic,1,0.000000,4.800000,4.800000,820.000000,820.000000,1310.000000,820.000000,HARD,,
44,t44,Periodic,9,0.000000,3.000000,3.000000,390.000000,,,390.000000,HARD,,
45,t45,Periodic,20,0.000000,1.300000,1.300000,100.000000,,,100.000000,HARD,,
46,t46,Aperiodic,40,0.000000,0.100000,0.100000,20.000000,20.000000,40.000000,20.000000,HARD,,
47,t47,Aperiodic,5,0.000000,12.700000,12.700000,620.000000,620.000000,720.000000,620.000000,HARD,,
48,t48,Aperiodic,37,0.000000,0.300000,0.300000,30.000000,30.000000,50.000000,30.000000,HARD,,
49,t49,Aperiodic,2,0.000000,3.100000,3.100000,790.000000,790.000000,1420.000000,790.000000,HARD,,
50,t50,Aperiodic,17,0.000000,2.700000,2.700000,210.000000,210.000000,290.000000,210.000000,HARD,,

