Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,14,0.000000,0.500000,0.500000,380.000000,,,380.000000,HARD,,
2,"t02",Periodic,1,0.000000,9.800000,9.800000,820.000000,,,820.000000,HARD,,
3,"t03",Aperiodic,41,0.000000,0.600000,0.600000,40.000000,40.000000,80.000000,40.000000,HARD,,
4,"t04",Periodic,4,0.000000,20.900000,20.900000,740.000000,,,740.000000,HARD,,
5,"t05",Aperiodic,2,0.000000,20.900000,20.900000,810.000000,810.000000,870.000000,810.000000,HARD,,
6,"t06",Periodic,8,0.000000,15.900000,15.900000,610.000000,,,610.000000,HARD,,
7,"t07",Periodic,49,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
8,"t08",Aperiodic,40,0.000000,0.100000,0.100000,40.000000,40.000000,70.000000,40.000000,HARD,,
9,"t09",Aperiodic,48,0.000000,0.200000,0.200000,10.000000,10.000000,10.000000,10.000000,HARD,,
10,"t10",Aperiodic,31,0.000000,1.800000,1.800000,70.000000,70.000000,130.000000,70.000000,HARD,,
11,"t11",Aperiodic,39,0.000000,0.200000,0.200000,40.000000,40.000000,80.000000,40.000000,HARD,,
12,"t12",Periodic,47,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
13,"t13",Aperiodic,21,0.000000,1.200000,1.200000,160.000000,160.000000,190.000000,160.000000,HARD,,
14,"t14",Periodic,3,0.000000,13.100000,13.100000,780.000000,,,780.000000,HARD,,
15,"t15",Periodic,18,0.000000,1.800000,1.800000,250.000000,,,250.000000,HARD,,
16,"t16",Periodic,28,0.000000,0.300000,0.300000,90.000000,,,90.000000,HARD,,
17,"t17",Aperiodic,10,0.000000,7.200000,7.200000,540.000000,540.000000,760.000000,540.000000,HARD,,
18,"t18",Aperiodic,38,0.000000,1.300000,1.300000,40.000000,40.000000,80.000000,40.000000,HARD,,
19,"t19",Aperiodic,29,0.000000,1.200000,1.200000,80.000000,80.000000,160.000000,80.000000,HARD,,
20,"t20",Periodic,33,0.000000,0.700000,0.700000,60.000000,,,60.000000,HARD,,
21,"t21",Periodic,0,0.000000,39.100000,39.100000,960.000000,,,960.000000,HARD,,
22,"t22",Periodic,6,0.000000,8.200000,8.200000,660.000000,,,660.000000,HARD,,
23,"t23",Aperiodic,20,0.000000,1.400000,1.400000,210.000000,210.000000,220.000000,210.000000,HARD,,
24,"t24",Periodic,27,0.000000,1.700000,1.700000,100.000000,,,100.000000,HARD,,
25,"t25",Aperiodic,26,0.000000,0.900000,0.900000,100.000000,100.000000,120.000000,100.000000,HARD,,
26,"t26",Periodic,37,0.000000,0.500000,0.500000,40.000000,,,40.000000,HARD,,
27,"t27",Periodic,5,0.000000,3.400000,3.400000,680.000000,,,680.000000,HARD,,
28,"t28",Periodic,9,0.000000,1.600000,1.600000,570.000000,,,570.000000,HARD,,
29,"t29",Periodic,16,0.000000,1.700000,1.700000,320.000000,,,320.000000,HARD,,
30,"t30",Periodic,17,0.000000,2.900000,2.900000,300.000000,,,300.000000,HARD,,
31,"t31",Aperiodic,12,0.000000,1.500000,1.500000,530.000000,530.000000,730.000000,530.000000,HARD,,
32,"t32",Periodic,46,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
33,"t33",Periodic,45,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
34,"t34",Periodic,44,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
35,"t35",Aperiodic,43,0.000000,0.400000,0.400000,20.000000,20.000000,30.000000,20.000000,HARD,,
36,"t36",Periodic,19,0.000000,1.000000,1.000000,240.000000,,,240.000000,HARD,,
37,"t37",Aperiodic,25,0.000000,4.100000,4.100000,120.000000,120.000000,130.000000,120.000000,HARD,,
38,"t38",Aperiodic,42,0.000000,0.200000,0.200000,30.000000,30.000000,30.000000,30.000000,HARD,,
39,"t39",Aperiodic,36,0.000000,0.200000,0.200000,40.000000,40.000000,50.000000,40.000000,HARD,,
40,"t40",Periodic,13,0.000000,5.500000,5.500000,430.000000,,,430.000000,HARD,,
41,"t41",Aperiodic,23,0.000000,1.000000,1.000000,130.000000,130.000000,200.000000,130.000000,HARD,,
42,"t42",Aperiodic,24,0.000000,1.100000,1.100000,120.000000,120.000000,170.000000,120.000000,HARD,,
43,"t43",Periodic,30,0.000000,0.200000,0.200000,70.000000,,,70.000000,HARD,,
44,"t44",Aperiodic,22,0.000000,2.100000,2.100000,130.000000,130.000000,140.000000,130.000000,HARD,,
45,"t45",Periodic,34,0.000000,3.800000,3.800000,50.000000,,,50.000000,HARD,,
46,"t46",Periodic,15,0.000000,3.500000,3.500000,370.000000,,,370.000000,HARD,,
47,"t47",Periodic,32,0.000000,0.200000,0.200000,60.000000,,,60.000000,HARD,,
48,"t48",Periodic,11,0.000000,4.800000,4.800000,530.000000,,,530.000000,HARD,,
49,"t49",Periodic,35,0.000000,0.200000,0.200000,40.000000,,,40.000000,HARD,,
50,"t50",Periodic,7,0.000000,4.600000,4.600000,630.000000,,,630.000000,HARD,,
