Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,8,0.000000,0.600000,0.600000,270.000000,270.000000,360.000000,270.000000,HARD,,
2,t02,Aperiodic,18,0.000000,1.300000,1.300000,20.000000,20.000000,30.000000,20.000000,HARD,,
3,t03,Periodic,6,0.000000,58.400000,58.400000,420.000000,,,420.000000,HARD,,
4,t04,Periodic,12,0.000000,3.000000,3.000000,100.000000,,,100.000000,HARD,,
5,t05,Aperiodic,5,0.000000,22.600000,22.600000,430.000000,430.000000,600.000000,430.000000,HARD,,
6,t06,Periodic,17,0.000000,0.400000,0.400000,20.000000,,,20.000000,HARD,,
7,t07,Periodic,4,0.000000,13.300000,13.300000,580.000000,,,580.000000,HARD,,
8,t08,Aperiodic,14,0.000000,2.100000,2.100000,80.000000,80.000000,90.000000,80.000000,HARD,,
9,t09,Periodic,19,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
10,t10,Periodic,7,0.000000,20.500000,20.500000,300.000000,,,300.000000,HARD,,
11,t11,Aperiodic,16,0.000000,0.200000,0.200000,20.000000,20.000000,40.000000,20.000000,HARD,,
12,t12,Periodic,2,0.000000,31.000000,31.000000,700.000000,,,700.000000,HARD,,
13,t13,Periodic,3,0.000000,26.200000,26.200000,650.000000,,,650.000000,HARD,,
14,t14,Aperiodic,0,0.000000,6.100000,6.100000,990.000000,990.000000,1520.000000,990.000000,HARD,,
15,t15,Periodic,1,0.000000,26.300000,26.300000,700.000000,,,700.000000,HARD,,
16,t16,Periodic,15,0.000000,0.100000,0.100000,20.000000,,,20.000000,HARD,,
17,t17,Periodic,13,0.000000,1.900000,1.900000,80.000000,,,80.000000,HARD,,
18,t18,Aperiodic,9,0.000000,4.900000,4.900000,190.000000,190.000000,360.000000,190.000000,HARD,,
19,t19,Periodic,11,0.000000,1.300000,1.300000,110.000000,,,110.000000,HARD,,
20,t20,Periodic,10,0.000000,8.900000,8.900000,170.000000,,,170.000000,HARD,,

