Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Aperiodic,1,0.000000,24.900000,24.900000,910.000000,910.000000,1640.000000,910.000000,HARD,,
2,"t02",Periodic,2,0.000000,8.800000,8.800000,820.000000,,,820.000000,HARD,,
3,"t03",Aperiodic,9,0.000000,7.900000,7.900000,250.000000,250.000000,490.000000,250.000000,HARD,,
4,"t04",Aperiodic,13,0.000000,1.300000,1.300000,40.000000,40.000000,40.000000,40.000000,HARD,,
5,"t05",Periodic,15,0.000000,0.600000,0.600000,30.000000,,,30.000000,HARD,,
6,"t06",Periodic,11,0.000000,2.000000,2.000000,170.000000,,,170.000000,HARD,,
7,"t07",Aperiodic,6,0.000000,13.000000,13.000000,470.000000,470.000000,580.000000,470.000000,HARD,,
8,"t08",Aperiodic,10,0.000000,9.600000,9.600000,210.000000,210.000000,240.000000,210.000000,HARD,,
9,"t09",Aperiodic,12,0.000000,2.900000,2.900000,70.000000,70.000000,90.000000,70.000000,HARD,,
10,"t10",Periodic,3,0.000000,66.000000,66.000000,720.000000,,,720.000000,HARD,,
11,"t11",Periodic,8,0.000000,9.000000,9.000000,270.000000,,,270.000000,HARD,,
12,"t12",Periodic,19,0.000000,0.500000,0.500000,10.000000,,,10.000000,HARD,,
13,"t13",Periodic,7,0.000000,4.300000,4.300000,330.000000,,,330.000000,HARD,,
14,"t14",Periodic,14,0.000000,1.300000,1.300000,30.000000,,,30.000000,HARD,,
15,"t15",Periodic,18,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
16,"t16",Periodic,16,0.000000,0.700000,0.700000,20.000000,,,20.000000,HARD,,
17,"t17",Periodic,17,0.000000,1.000000,1.000000,10.000000,,,10.000000,HARD,,
18,"t18",Periodic,5,0.000000,13.000000,13.000000,490.000000,,,490.000000,HARD,,
19,"t19",Periodic,0,0.000000,8.700000,8.700000,920.000000,,,920.000000,HARD,,
20,"t20",Aperiodic,4,0.000000,23.700000,23.700000,490.000000,490.000000,810.000000,490.000000,HARD,,
