Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,12,0.000000,0.600000,0.600000,60.000000,,,60.000000,HARD,,
2,t02,Periodic,11,0.000000,1.900000,1.900000,60.000000,,,60.000000,HARD,,
3,t03,Periodic,10,0.000000,2.700000,2.700000,60.000000,,,60.000000,HARD,,
4,t04,Aperiodic,2,0.000000,22.500000,22.500000,480.000000,480.000000,1660.000000,480.000000,HARD,,
5,t05,Aperiodic,7,0.000000,2.600000,2.600000,160.000000,160.000000,230.000000,160.000000,HARD,,
6,t06,Periodic,19,0.000000,1.100000,1.100000,10.000000,,,10.000000,HARD,,
7,t07,Periodic,3,0.000000,13.900000,13.900000,450.000000,,,450.000000,HARD,,
8,t08,Aperiodic,18,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
9,t09,Periodic,4,0.000000,5.100000,5.100000,440.000000,,,440.000000,HARD,,
10,t10,Periodic,17,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
11,t11,Periodic,0,0.000000,26.800000,26.800000,900.000000,,,900.000000,HARD,,
12,t12,Periodic,8,0.000000,4.500000,4.500000,140.000000,,,140.000000,HARD,,
13,t13,Periodic,16,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
14,t14,Aperiodic,15,0.000000,1.100000,1.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
15,t15,Aperiodic,1,0.000000,35.200000,35.200000,520.000000,520.000000,1630.000000,520.000000,HARD,,
16,t16,Aperiodic,13,0.000000,1.400000,1.400000,40.000000,40.000000,50.000000,40.000000,HARD,,
17,t17,Aperiodic,14,0.000000,0.900000,0.900000,30.000000,30.000000,50.000000,30.000000,HARD,,
18,t18,Periodic,9,0.000000,4.900000,4.900000,90.000000,,,90.000000,HARD,,
19,t19,Aperiodic,5,0.000000,0.800000,0.800000,420.000000,420.000000,1170.000000,420.000000,HARD,,
20,t20,Periodic,6,0.000000,1.300000,1.300000,200.000000,,,200.000000,HARD,,

