Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,4,0.000000,13.300000,13.300000,680.000000,680.000000,2710.000000,680.000000,HARD,,
2,t02,Periodic,3,0.000000,31.100000,31.100000,690.000000,,,690.000000,HARD,,
3,t03,Aperiodic,11,0.000000,0.900000,0.900000,130.000000,130.000000,400.000000,130.000000,HARD,,
4,t04,Aperiodic,13,0.000000,0.300000,0.300000,50.000000,50.000000,130.000000,50.000000,HARD,,
5,t05,Aperiodic,8,0.000000,4.300000,4.300000,180.000000,180.000000,590.000000,180.000000,HARD,,
6,t06,Periodic,0,0.000000,13.400000,13.400000,950.000000,,,950.000000,HARD,,
7,t07,Periodic,19,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
8,t08,Periodic,18,0.000000,1.300000,1.300000,20.000000,,,20.000000,HARD,,
9,t09,Periodic,6,0.000000,6.000000,6.000000,450.000000,,,450.000000,HARD,,
10,t10,Aperiodic,1,0.000000,16.900000,16.900000,900.000000,900.000000,3370.000000,900.000000,HARD,,
11,t11,Periodic,16,0.000000,5.100000,5.100000,30.000000,,,30.000000,HARD,,
12,t12,Aperiodic,7,0.000000,8.200000,8.200000,320.000000,320.000000,1010.000000,320.000000,HARD,,
13,t13,Periodic,9,0.000000,15.700000,15.700000,170.000000,,,170.000000,HARD,,
14,t14,Periodic,14,0.000000,0.400000,0.400000,40.000000,,,40.000000,HARD,,
15,t15,Aperiodic,15,0.000000,1.200000,1.200000,30.000000,30.000000,100.000000,30.000000,HARD,,
16,t16,Aperiodic,5,0.000000,1.100000,1.100000,520.000000,520.000000,1010.000000,520.000000,HARD,,
17,t17,Periodic,10,0.000000,3.100000,3.100000,130.000000,,,130.000000,HARD,,
18,t18,Periodic,2,0.000000,40.500000,40.500000,810.000000,,,810.000000,HARD,,
19,t19,Periodic,17,0.000000,0.400000,0.400000,20.000000,,,20.000000,HARD,,
20,t20,Periodic,12,0.000000,1.900000,1.900000,100.000000,,,100.000000,HARD,,

