Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Aperiodic,14,0.000000,0.600000,0.600000,40.000000,40.000000,150.000000,40.000000,HARD,,
2,"t02",Periodic,2,0.000000,18.600000,18.600000,650.000000,,,650.000000,HARD,,
3,"t03",Periodic,10,0.000000,10.800000,10.800000,200.000000,,,200.000000,HARD,,
4,"t04",Aperiodic,8,0.000000,9.700000,9.700000,260.000000,260.000000,890.000000,260.000000,HARD,,
5,"t05",Periodic,15,0.000000,1.900000,1.900000,20.000000,,,20.000000,HARD,,
6,"t06",Aperiodic,0,0.000000,33.900000,33.900000,800.000000,800.000000,2180.000000,800.000000,HARD,,
7,"t07",Aperiodic,7,0.000000,11.500000,11.500000,260.000000,260.000000,570.000000,260.000000,HARD,,
8,"t08",Periodic,11,0.000000,0.700000,0.700000,190.000000,,,190.000000,HARD,,
9,"t09",Periodic,13,0.000000,3.100000,3.100000,50.000000,,,50.000000,HARD,,
10,"t10",Aperiodic,6,0.000000,16.400000,16.400000,440.000000,440.000000,1170.000000,440.000000,HARD,,
11,"t11",Aperiodic,19,0.000000,0.300000,0.300000,10.000000,10.000000,10.000000,10.000000,HARD,,
12,"t12",Periodic,18,0.000000,0.600000,0.600000,10.000000,,,10.000000,HARD,,
13,"t13",Periodic,9,0.000000,3.500000,3.500000,200.000000,,,200.000000,HARD,,
14,"t14",Periodic,1,0.000000,4.100000,4.100000,690.000000,,,690.000000,HARD,,
15,"t15",Periodic,17,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
16,"t16",Periodic,3,0.000000,28.000000,28.000000,640.000000,,,640.000000,HARD,,
17,"t17",Periodic,4,0.000000,28.500000,28.500000,620.000000,,,620.000000,HARD,,
18,"t18",Periodic,16,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
19,"t19",Aperiodic,5,0.000000,11.500000,11.500000,590.000000,590.000000,650.000000,590.000000,HARD,,
20,"t20",Aperiodic,12,0.000000,0.300000,0.300000,90.000000,90.000000,180.000000,90.000000,HARD,,
