Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,18,0.000000,1.900000,1.900000,20.000000,20.000000,40.000000,20.000000,HARD,,
2,t02,Aperiodic,15,0.000000,0.900000,0.900000,30.000000,30.000000,90.000000,30.000000,HARD,,
3,t03,Periodic,14,0.000000,0.800000,0.800000,30.000000,,,30.000000,HARD,,
4,t04,Aperiodic,4,0.000000,27.400000,27.400000,390.000000,390.000000,1340.000000,390.000000,HARD,,
5,t05,Aperiodic,11,0.000000,1.900000,1.900000,70.000000,70.000000,270.000000,70.000000,HARD,,
6,t06,Aperiodic,5,0.000000,18.900000,18.900000,340.000000,340.000000,1290.000000,340.000000,HARD,,
7,t07,Periodic,12,0.000000,2.600000,2.600000,60.000000,,,60.000000,HARD,,
8,t08,Periodic,0,0.000000,11.100000,11.100000,850.000000,,,850.000000,HARD,,
9,t09,Periodic,13,0.000000,0.700000,0.700000,40.000000,,,40.000000,HARD,,
10,t10,Periodic,7,0.000000,0.900000,0.900000,280.000000,,,280.000000,HARD,,
11,t11,Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
12,t12,Periodic,3,0.000000,7.200000,7.200000,460.000000,,,460.000000,HARD,,
13,t13,Aperiodic,10,0.000000,1.700000,1.700000,90.000000,90.000000,240.000000,90.000000,HARD,,
14,t14,Periodic,6,0.000000,9.000000,9.000000,300.000000,,,300.000000,HARD,,
15,t15,Periodic,17,0.000000,0.900000,0.900000,20.000000,,,20.000000,HARD,,
16,t16,Periodic,2,0.000000,29.200000,29.200000,490.000000,,,490.000000,HARD,,
17,t17,Aperiodic,16,0.000000,0.200000,0.200000,20.000000,20.000000,80.000000,20.000000,HARD,,
18,t18,Periodic,8,0.000000,27.300000,27.300000,250.000000,,,250.000000,HARD,,
19,t19,Periodic,9,0.000000,1.900000,1.900000,90.000000,,,90.000000,HARD,,
20,t20,Aperiodic,1,0.000000,1.500000,1.500000,660.000000,660.000000,1830.000000,660.000000,HARD,,

