Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,16,0.000000,1.400000,1.400000,130.000000,,,130.000000,HARD,,
2,t02,Periodic,12,0.000000,1.900000,1.900000,160.000000,,,160.000000,HARD,,
3,t03,Periodic,15,0.000000,0.500000,0.500000,130.000000,,,130.000000,HARD,,
4,t04,Aperiodic,6,0.000000,0.500000,0.500000,440.000000,440.000000,760.000000,440.000000,HARD,,
5,t05,Periodic,7,0.000000,0.700000,0.700000,370.000000,,,370.000000,HARD,,
6,t06,Periodic,42,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
7,t07,Periodic,44,0.000000,0.600000,0.600000,10.000000,,,10.000000,HARD,,
8,t08,Periodic,41,0.000000,0.500000,0.500000,20.000000,,,20.000000,HARD,,
9,t09,Aperiodic,40,0.000000,0.800000,0.800000,20.000000,20.000000,30.000000,20.000000,HARD,,
10,t10,Periodic,18,0.000000,1.000000,1.000000,120.000000,,,120.000000,HARD,,
11,t11,Aperiodic,0,0.000000,36.300000,36.300000,600.000000,600.000000,920.000000,600.000000,HARD,,
12,t12,Aperiodic,8,0.000000,4.900000,4.900000,270.000000,270.000000,290.000000,270.000000,HARD,,
13,t13,Aperiodic,1,0.000000,7.200000,7.200000,580.000000,580.000000,830.000000,580.000000,HARD,,
14,t14,Aperiodic,26,0.000000,0.600000,0.600000,60.000000,60.000000,90.000000,60.000000,HARD,,
15,t15,Periodic,4,0.000000,5.200000,5.200000,490.000000,,,490.000000,HARD,,
16,t16,Periodic,2,0.000000,8.100000,8.100000,550.000000,,,550.000000,HARD,,
17,t17,Periodic,25,0.000000,2.400000,2.400000,60.000000,,,60.000000,HARD,,
18,t18,Periodic,33,0.000000,0.500000,0.500000,30.000000,,,30.000000,HARD,,
19,t19,Periodic,43,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
20,t20,Periodic,17,0.000000,1.700000,1.700000,120.000000,,,120.000000,HARD,,
21,t21,Periodic,39,0.000000,0.900000,0.900000,20.000000,,,20.000000,HARD,,
22,t22,Periodic,23,0.000000,0.100000,0.100000,80.000000,,,80.000000,HARD,,
23,t23,Aperiodic,24,0.000000,0.600000,0.600000,60.000000,60.000000,70.000000,60.000000,HARD,,
24,t24,Aperiodic,32,0.000000,1.000000,1.000000,30.000000,30.000000,60.000000,30.000000,HARD,,
25,t25,Aperiodic,31,0.000000,0.200000,0.200000,30.000000,30.000000,60.000000,30.000000,HARD,,
26,t26,Aperiodic,22,0.000000,1.000000,1.000000,100.000000,100.000000,190.000000,100.000000,HARD,,
27,t27,Periodic,10,0.000000,5.200000,5.200000,200.000000,,,200.000000,HARD,,
28,t28,Periodic,14,0.000000,2.000000,2.000000,130.000000,,,130.000000,HARD,,
29,t29,Periodic,38,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
30,t30,Periodic,13,0.000000,0.200000,0.200000,130.000000,,,130.000000,HARD,,
31,t31,Aperiodic,21,0.000000,1.700000,1.700000,100.000000,100.000000,110.000000,100.000000,HARD,,
32,t32,Periodic,5,0.000000,3.300000,3.300000,450.000000,,,450.000000,HARD,,
33,t33,Aperiodic,29,0.000000,1.300000,1.300000,50.000000,50.000000,60.000000,50.000000,HARD,,
34,t34,Periodic,11,0.000000,0.200000,0.200000,170.000000,,,170.000000,HARD,,
35,t35,Aperiodic,3,0.000000,0.200000,0.200000,530.000000,530.000000,960.000000,530.000000,HARD,,
36,t36,Periodic,37,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
37,t37,Periodic,20,0.000000,0.800000,0.800000,110.000000,,,110.000000,HARD,,
38,t38,Aperiodic,36,0.000000,0.100000,0.100000,20.000000,20.000000,30.000000,20.000000,HARD,,
39,t39,Aperiodic,28,0.000000,1.000000,1.000000,50.000000,50.000000,70.000000,50.000000,HARD,,
40,t40,Periodic,9,0.000000,1.900000,1.900000,230.000000,,,230.000000,HARD,,
41,t41,Periodic,19,0.000000,0.300000,0.300000,110.000000,,,110.000000,HARD,,
42,t42,Aperiodic,35,0.000000,0.300000,0.300000,20.000000,20.000000,40.000000,20.000000,HARD,,
43,t43,Periodic,30,0.000000,0.500000,0.500000,30.000000,,,30.000000,HARD,,
44,t44,Aperiodic,34,0.000000,0.300000,0.300000,20.000000,20.000000,40.000000,20.000000,HARD,,
45,t45,Aperiodic,27,0.000000,0.700000,0.700000,50.000000,50.000000,70.000000,50.000000,HARD,,

