Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Aperiodic,44,0.000000,0.100000,0.100000,10.000000,10.000000,10.000000,10.000000,HARD,,
2,"t02",Periodic,3,0.000000,37.400000,37.400000,770.000000,,,770.000000,HARD,,
3,"t03",Periodic,19,0.000000,11.400000,11.400000,220.000000,,,220.000000,HARD,,
4,"t04",Periodic,43,0.000000,0.500000,0.500000,10.000000,,,10.000000,HARD,,
5,"t05",Periodic,38,0.000000,0.400000,0.400000,20.000000,,,20.000000,HARD,,
6,"t06",Periodic,11,0.000000,24.900000,24.900000,480.000000,,,480.000000,HARD,,
7,"t07",Aperiodic,14,0.000000,4.500000,4.500000,420.000000,420.000000,420.000000,420.000000,HARD,,
8,"t08",Periodic,9,0.000000,10.500000,10.500000,500.000000,,,500.000000,HARD,,
9,"t09",Periodic,42,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
10,"t10",Periodic,4,0.000000,3.000000,3.000000,740.000000,,,740.000000,HARD,,
11,"t11",Aperiodic,24,0.000000,0.200000,0.200000,90.000000,90.000000,180.000000,90.000000,HARD,,
12,"t12",Periodic,1,0.000000,12.800000,12.800000,850.000000,,,850.000000,HARD,,
13,"t13",Aperiodic,5,0.000000,7.200000,7.200000,660.000000,660.000000,1190.000000,660.000000,HARD,,
14,"t14",Aperiodic,28,0.000000,1.200000,1.200000,60.000000,60.000000,110.000000,60.000000,HARD,,
15,"t15",Periodic,33,0.000000,0.100000,0.100000,30.000000,,,30.000000,HARD,,
16,"t16",Aperiodic,26,0.000000,1.000000,1.000000,70.000000,70.000000,130.000000,70.000000,HARD,,
17,"t17",Periodic,27,0.000000,1.200000,1.200000,60.000000,,,60.000000,HARD,,
18,"t18",Periodic,41,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
19,"t19",Aperiodic,32,0.000000,0.200000,0.200000,30.000000,30.000000,60.000000,30.000000,HARD,,
20,"t20",Periodic,25,0.000000,0.500000,0.500000,80.000000,,,80.000000,HARD,,
21,"t21",Periodic,40,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
22,"t22",Aperiodic,13,0.000000,0.800000,0.800000,450.000000,450.000000,520.000000,450.000000,HARD,,
23,"t23",Periodic,12,0.000000,1.700000,1.700000,470.000000,,,470.000000,HARD,,
24,"t24",Aperiodic,37,0.000000,0.700000,0.700000,20.000000,20.000000,40.000000,20.000000,HARD,,
25,"t25",Aperiodic,10,0.000000,3.800000,3.800000,480.000000,480.000000,620.000000,480.000000,HARD,,
26,"t26",Aperiodic,6,0.000000,0.900000,0.900000,600.000000,600.000000,690.000000,600.000000,HARD,,
27,"t27",Aperiodic,36,0.000000,0.100000,0.100000,20.000000,20.000000,40.000000,20.000000,HARD,,
28,"t28",Periodic,39,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
29,"t29",Aperiodic,15,0.000000,8.200000,8.200000,350.000000,350.000000,450.000000,350.000000,HARD,,
30,"t30",Periodic,2,0.000000,14.000000,14.000000,770.000000,,,770.000000,HARD,,
31,"t31",Aperiodic,21,0.000000,0.700000,0.700000,150.000000,150.000000,240.000000,150.000000,HARD,,
32,"t32",Aperiodic,17,0.000000,1.200000,1.200000,290.000000,290.000000,430.000000,290.000000,HARD,,
33,"t33",Periodic,23,0.000000,0.200000,0.200000,100.000000,,,100.000000,HARD,,
34,"t34",Aperiodic,16,0.000000,4.200000,4.200000,330.000000,330.000000,390.000000,330.000000,HARD,,
35,"t35",Periodic,20,0.000000,2.600000,2.600000,160.000000,,,160.000000,HARD,,
36,"t36",Aperiodic,18,0.000000,0.500000,0.500000,280.000000,280.000000,480.000000,280.000000,HARD,,
37,"t37",Periodic,35,0.000000,0.100000,0.100000,20.000000,,,20.000000,HARD,,
38,"t38",Periodic,31,0.000000,0.100000,0.100000,30.000000,,,30.000000,HARD,,
39,"t39",Periodic,0,0.000000,20.100000,20.100000,870.000000,,,870.000000,HARD,,
40,"t40",Periodic,22,0.000000,1.400000,1.400000,140.000000,,,140.000000,HARD,,
41,"t41",Periodic,7,0.000000,1.600000,1.600000,570.000000,,,570.000000,HARD,,
42,"t42",Periodic,30,0.000000,0.100000,0.100000,30.000000,,,30.000000,HARD,,
43,"t43",Periodic,34,0.000000,0.600000,0.600000,20.000000,,,20.000000,HARD,,
44,"t44",Periodic,29,0.000000,0.100000,0.100000,30.000000,,,30.000000,HARD,,
45,"t45",Aperiodic,8,0.000000,0.200000,0.200000,520.000000,520.000000,960.000000,520.000000,HARD,,
