Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,9,0.000000,1.000000,1.000000,160.000000,,,160.000000,HARD,,
2,"t02",Periodic,1,0.000000,16.000000,16.000000,680.000000,,,680.000000,HARD,,
3,"t03",Periodic,7,0.000000,0.100000,0.100000,240.000000,,,240.000000,HARD,,
4,"t04",Aperiodic,0,0.000000,42.100000,42.100000,760.000000,760.000000,790.000000,760.000000,HARD,,
5,"t05",Periodic,15,0.000000,0.100000,0.100000,40.000000,,,40.000000,HARD,,
6,"t06",Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
7,"t07",Aperiodic,11,0.000000,0.100000,0.100000,80.000000,80.000000,100.000000,80.000000,HARD,,
8,"t08",Aperiodic,5,0.000000,24.900000,24.900000,330.000000,330.000000,400.000000,330.000000,HARD,,
9,"t09",Periodic,4,0.000000,22.600000,22.600000,350.000000,,,350.000000,HARD,,
10,"t10",Aperiodic,14,0.000000,0.100000,0.100000,40.000000,40.000000,50.000000,40.000000,HARD,,
11,"t11",Aperiodic,18,0.000000,0.200000,0.200000,30.000000,30.000000,40.000000,30.000000,HARD,,
12,"t12",Periodic,17,0.000000,0.300000,0.300000,30.000000,,,30.000000,HARD,,
13,"t13",Periodic,2,0.000000,22.000000,22.000000,670.000000,,,670.000000,HARD,,
14,"t14",Aperiodic,10,0.000000,3.500000,3.500000,130.000000,130.000000,210.000000,130.000000,HARD,,
15,"t15",Periodic,3,0.000000,3.800000,3.800000,630.000000,,,630.000000,HARD,,
16,"t16",Aperiodic,13,0.000000,3.100000,3.100000,40.000000,40.000000,60.000000,40.000000,HARD,,
17,"t17",Periodic,12,0.000000,4.400000,4.400000,60.000000,,,60.000000,HARD,,
18,"t18",Periodic,6,0.000000,2.900000,2.900000,280.000000,,,280.000000,HARD,,
19,"t19",Aperiodic,16,0.000000,1.400000,1.400000,30.000000,30.000000,60.000000,30.000000,HARD,,
20,"t20",Periodic,8,0.000000,33.200000,33.200000,200.000000,,,200.000000,HARD,,

