Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,9,0.000000,0.500000,0.500000,160.000000,,,160.000000,HARD,,
2,"t02",Aperiodic,11,0.000000,3.600000,3.600000,100.000000,100.000000,140.000000,100.000000,HARD,,
3,"t03",Periodic,1,0.000000,26.200000,26.200000,750.000000,,,750.000000,HARD,,
4,"t04",Aperiodic,14,0.000000,5.300000,5.300000,90.000000,90.000000,140.000000,90.000000,HARD,,
5,"t05",Periodic,17,0.000000,1.200000,1.200000,30.000000,,,30.000000,HARD,,
6,"t06",Periodic,2,0.000000,4.400000,4.400000,400.000000,,,400.000000,HARD,,
7,"t07",Periodic,19,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
8,"t08",Aperiodic,5,0.000000,4.300000,4.300000,260.000000,260.000000,310.000000,260.000000,HARD,,
9,"t09",Aperiodic,15,0.000000,0.600000,0.600000,70.000000,70.000000,140.000000,70.000000,HARD,,
10,"t10",Periodic,7,0.000000,10.200000,10.200000,180.000000,,,180.000000,HARD,,
11,"t11",Periodic,0,0.000000,66.400000,66.400000,770.000000,,,770.000000,HARD,,
12,"t12",Periodic,4,0.000000,3.700000,3.700000,320.000000,,,320.000000,HARD,,
13,"t13",Aperiodic,10,0.000000,10.800000,10.800000,130.000000,130.000000,230.000000,130.000000,HARD,,
14,"t14",Periodic,6,0.000000,11.300000,11.300000,230.000000,,,230.000000,HARD,,
15,"t15",Periodic,8,0.000000,2.600000,2.600000,160.000000,,,160.000000,HARD,,
16,"t16",Aperiodic,18,0.000000,0.300000,0.300000,20.000000,20.000000,30.000000,20.000000,HARD,,
17,"t17",Aperiodic,13,0.000000,2.400000,2.400000,90.000000,90.000000,170.000000,90.000000,HARD,,
18,"t18",Periodic,3,0.000000,7.900000,7.900000,350.000000,,,350.000000,HARD,,
19,"t19",Aperiodic,16,0.000000,0.600000,0.600000,40.000000,40.000000,80.000000,40.000000,HARD,,
20,"t20",Periodic,12,0.000000,7.700000,7.700000,90.000000,,,90.000000,HARD,,
