Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,14,0.000000,2.000000,2.000000,30.000000,30.000000,40.000000,30.000000,HARD,,
2,t02,Periodic,19,0.000000,0.600000,0.600000,10.000000,,,10.000000,HARD,,
3,t03,Periodic,10,0.000000,1.100000,1.100000,160.000000,,,160.000000,HARD,,
4,t04,Aperiodic,18,0.000000,0.900000,0.900000,10.000000,10.000000,20.000000,10.000000,HARD,,
5,t05,Periodic,13,0.000000,0.600000,0.600000,50.000000,,,50.000000,HARD,,
6,t06,Aperiodic,9,0.000000,3.500000,3.500000,180.000000,180.000000,280.000000,180.000000,HARD,,
7,t07,Periodic,17,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
8,t08,Aperiodic,4,0.000000,1.900000,1.900000,440.000000,440.000000,650.000000,440.000000,HARD,,
9,t09,Periodic,6,0.000000,3.100000,3.100000,230.000000,,,230.000000,HARD,,
10,t10,Periodic,11,0.000000,6.700000,6.700000,130.000000,,,130.000000,HARD,,
11,t11,Aperiodic,1,0.000000,72.900000,72.900000,880.000000,880.000000,1310.000000,880.000000,HARD,,
12,t12,Aperiodic,16,0.000000,0.400000,0.400000,20.000000,20.000000,40.000000,20.000000,HARD,,
13,t13,Aperiodic,12,0.000000,2.100000,2.100000,50.000000,50.000000,80.000000,50.000000,HARD,,
14,t14,Periodic,15,0.000000,0.900000,0.900000,20.000000,,,20.000000,HARD,,
15,t15,Periodic,8,0.000000,4.000000,4.000000,190.000000,,,190.000000,HARD,,
16,t16,Periodic,2,0.000000,49.900000,49.900000,770.000000,,,770.000000,HARD,,
17,t17,Periodic,5,0.000000,0.600000,0.600000,290.000000,,,290.000000,HARD,,
18,t18,Aperiodic,3,0.000000,4.500000,4.500000,440.000000,440.000000,870.000000,440.000000,HARD,,
19,t19,Periodic,7,0.000000,4.100000,4.100000,200.000000,,,200.000000,HARD,,
20,t20,Periodic,0,0.000000,30.800000,30.800000,980.000000,,,980.000000,HARD,,

