Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,10,0.000000,9.600000,9.600000,220.000000,,,220.000000,HARD,,
2,t02,Periodic,11,0.000000,8.600000,8.600000,150.000000,,,150.000000,HARD,,
3,t03,Aperiodic,2,0.000000,22.500000,22.500000,510.000000,510.000000,1000.000000,510.000000,HARD,,
4,t04,Periodic,4,0.000000,2.200000,2.200000,460.000000,,,460.000000,HARD,,
5,t05,Aperiodic,16,0.000000,0.300000,0.300000,20.000000,20.000000,30.000000,20.000000,HARD,,
6,t06,Aperiodic,7,0.000000,4.600000,4.600000,330.000000,330.000000,430.000000,330.000000,HARD,,
7,t07,Periodic,19,0.000000,1.200000,1.200000,10.000000,,,10.000000,HARD,,
8,t08,Periodic,18,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
9,t09,Aperiodic,8,0.000000,2.400000,2.400000,270.000000,270.000000,380.000000,270.000000,HARD,,
10,t10,Aperiodic,15,0.000000,0.300000,0.300000,20.000000,20.000000,40.000000,20.000000,HARD,,
11,t11,Aperiodic,14,0.000000,0.200000,0.200000,20.000000,20.000000,30.000000,20.000000,HARD,,
12,t12,Periodic,17,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
13,t13,Periodic,1,0.000000,18.800000,18.800000,780.000000,,,780.000000,HARD,,
14,t14,Periodic,13,0.000000,3.000000,3.000000,50.000000,,,50.000000,HARD,,
15,t15,Periodic,0,0.000000,76.700000,76.700000,820.000000,,,820.000000,HARD,,
16,t16,Aperiodic,5,0.000000,12.200000,12.200000,450.000000,450.000000,520.000000,450.000000,HARD,,
17,t17,Aperiodic,9,0.000000,12.500000,12.500000,220.000000,220.000000,340.000000,220.000000,HARD,,
18,t18,Periodic,6,0.000000,9.000000,9.000000,430.000000,,,430.000000,HARD,,
19,t19,Periodic,3,0.000000,5.500000,5.500000,460.000000,,,460.000000,HARD,,
20,t20,Periodic,12,0.000000,4.700000,4.700000,120.000000,,,120.000000,HARD,,

