Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,8,0.000000,2.000000,2.000000,360.000000,360.000000,710.000000,360.000000,HARD,,
2,t02,Aperiodic,2,0.000000,4.900000,4.900000,750.000000,750.000000,1450.000000,750.000000,HARD,,
3,t03,Aperiodic,10,0.000000,2.400000,2.400000,260.000000,260.000000,470.000000,260.000000,HARD,,
4,t04,Periodic,0,0.000000,8.100000,8.100000,860.000000,,,860.000000,HARD,,
5,t05,Periodic,25,0.000000,0.200000,0.200000,80.000000,,,80.000000,HARD,,
6,t06,Aperiodic,18,0.000000,8.600000,8.600000,150.000000,150.000000,290.000000,150.000000,HARD,,
7,t07,Periodic,7,0.000000,2.400000,2.400000,380.000000,,,380.000000,HARD,,
8,t08,Aperiodic,9,0.000000,3.800000,3.800000,320.000000,320.000000,520.000000,320.000000,HARD,,
9,t09,Periodic,21,0.000000,1.100000,1.100000,130.000000,,,130.000000,HARD,,
10,t10,Aperiodic,24,0.000000,0.300000,0.300000,80.000000,80.000000,130.000000,80.000000,HARD,,
11,t11,Periodic,20,0.000000,3.300000,3.300000,130.000000,,,130.000000,HARD,,
12,t12,Periodic,36,0.000000,0.500000,0.500000,20.000000,,,20.000000,HARD,,
13,t13,Aperiodic,39,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
14,t14,Aperiodic,38,0.000000,0.400000,0.400000,10.000000,10.000000,20.000000,10.000000,HARD,,
15,t15,Periodic,13,0.000000,2.200000,2.200000,230.000000,,,230.000000,HARD,,
16,t16,Periodic,11,0.000000,8.600000,8.600000,250.000000,,,250.000000,HARD,,
17,t17,Aperiodic,35,0.000000,1.000000,1.000000,20.000000,20.000000,40.000000,20.000000,HARD,,
18,t18,Periodic,33,0.000000,0.900000,0.900000,30.000000,,,30.000000,HARD,,
19,t19,Periodic,32,0.000000,0.300000,0.300000,30.000000,,,30.000000,HARD,,
20,t20,Aperiodic,17,0.000000,8.000000,8.000000,160.000000,160.000000,310.000000,160.000000,HARD,,
21,t21,Periodic,31,0.000000,1.300000,1.300000,30.000000,,,30.000000,HARD,,
22,t22,Periodic,30,0.000000,0.200000,0.200000,40.000000,,,40.000000,HARD,,
23,t23,Periodic,37,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
24,t24,Aperiodic,22,0.000000,0.800000,0.800000,110.000000,110.000000,200.000000,110.000000,HARD,,
25,t25,Periodic,4,0.000000,18.100000,18.100000,480.000000,,,480.000000,HARD,,
26,t26,Aperiodic,5,0.000000,1.300000,1.300000,400.000000,400.000000,500.000000,400.000000,HARD,,
27,t27,Aperiodic,34,0.000000,0.300000,0.300000,20.000000,20.000000,40.000000,20.000000,HARD,,
28,t28,Aperiodic,23,0.000000,2.500000,2.500000,90.000000,90.000000,130.000000,90.000000,HARD,,
29,t29,Periodic,3,0.000000,5.700000,5.700000,500.000000,,,500.000000,HARD,,
30,t30,Periodic,19,0.000000,1.300000,1.300000,140.000000,,,140.000000,HARD,,
31,t31,Aperiodic,29,0.000000,0.600000,0.600000,40.000000,40.000000,60.000000,40.000000,HARD,,
32,t32,Periodic,15,0.000000,0.800000,0.800000,180.000000,,,180.000000,HARD,,
33,t33,Periodic,12,0.000000,8.100000,8.100000,240.000000,,,240.000000,HARD,,
34,t34,Periodic,1,0.000000,14.800000,14.800000,820.000000,,,820.000000,HARD,,
35,t35,Periodic,28,0.000000,0.500000,0.500000,40.000000,,,40.000000,HARD,,
36,t36,Periodic,26,0.000000,0.300000,0.300000,70.000000,,,70.000000,HARD,,
37,t37,Periodic,16,0.000000,2.700000,2.700000,170.000000,,,170.000000,HARD,,
38,t38,Periodic,14,0.000000,1.700000,1.700000,200.000000,,,200.000000,HARD,,
39,t39,Periodic,6,0.000000,1.000000,1.000000,390.000000,,,390.000000,HARD,,
40,t40,Aperiodic,27,0.000000,0.400000,0.400000,50.000000,50.000000,60.000000,50.000000,HARD,,

