Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,19,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
2,t02,Periodic,15,0.000000,0.200000,0.200000,30.000000,,,30.000000,HARD,,
3,t03,Periodic,5,0.000000,2.200000,2.200000,240.000000,,,240.000000,HARD,,
4,t04,Periodic,18,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
5,t05,Periodic,8,0.000000,4.700000,4.700000,200.000000,,,200.000000,HARD,,
6,t06,Aperiodic,14,0.000000,0.400000,0.400000,30.000000,30.000000,140.000000,30.000000,HARD,,
7,t07,Aperiodic,9,0.000000,5.200000,5.200000,70.000000,70.000000,130.000000,70.000000,HARD,,
8,t08,Periodic,17,0.000000,0.500000,0.500000,10.000000,,,10.000000,HARD,,
9,t09,Aperiodic,10,0.000000,1.600000,1.600000,40.000000,40.000000,130.000000,40.000000,HARD,,
10,t10,Aperiodic,0,0.000000,17.700000,17.700000,570.000000,570.000000,1290.000000,570.000000,HARD,,
11,t11,Aperiodic,16,0.000000,0.200000,0.200000,10.000000,10.000000,50.000000,10.000000,HARD,,
12,t12,Periodic,2,0.000000,2.100000,2.100000,300.000000,,,300.000000,HARD,,
13,t13,Periodic,13,0.000000,0.800000,0.800000,30.000000,,,30.000000,HARD,,
14,t14,Aperiodic,12,0.000000,1.200000,1.200000,30.000000,30.000000,120.000000,30.000000,HARD,,
15,t15,Aperiodic,7,0.000000,11.700000,11.700000,200.000000,200.000000,530.000000,200.000000,HARD,,
16,t16,Periodic,6,0.000000,20.000000,20.000000,200.000000,,,200.000000,HARD,,
17,t17,Periodic,1,0.000000,29.500000,29.500000,350.000000,,,350.000000,HARD,,
18,t18,Aperiodic,4,0.000000,5.500000,5.500000,270.000000,270.000000,1200.000000,270.000000,HARD,,
19,t19,Periodic,11,0.000000,0.400000,0.400000,30.000000,,,30.000000,HARD,,
20,t20,Periodic,3,0.000000,4.000000,4.000000,280.000000,,,280.000000,HARD,,

