Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,13,0.000000,1.600000,1.600000,90.000000,90.000000,440.000000,90.000000,HARD,,
2,t02,Periodic,7,0.000000,24.200000,24.200000,250.000000,,,250.000000,HARD,,
3,t03,Aperiodic,1,0.000000,75.500000,75.500000,650.000000,650.000000,1920.000000,650.000000,HARD,,
4,t04,Periodic,8,0.000000,4.800000,4.800000,180.000000,,,180.000000,HARD,,
5,t05,Periodic,0,0.000000,34.300000,34.300000,940.000000,,,940.000000,HARD,,
6,t06,Aperiodic,12,0.000000,0.800000,0.800000,90.000000,90.000000,140.000000,90.000000,HARD,,
7,t07,Periodic,3,0.000000,19.400000,19.400000,380.000000,,,380.000000,HARD,,
8,t08,Periodic,14,0.000000,1.900000,1.900000,60.000000,,,60.000000,HARD,,
9,t09,Aperiodic,15,0.000000,0.200000,0.200000,40.000000,40.000000,120.000000,40.000000,HARD,,
10,t10,Periodic,6,0.000000,41.100000,41.100000,320.000000,,,320.000000,HARD,,
11,t11,Periodic,5,0.000000,12.200000,12.200000,360.000000,,,360.000000,HARD,,
12,t12,Periodic,16,0.000000,0.800000,0.800000,30.000000,,,30.000000,HARD,,
13,t13,Aperiodic,17,0.000000,1.000000,1.000000,20.000000,20.000000,80.000000,20.000000,HARD,,
14,t14,Aperiodic,2,0.000000,0.900000,0.900000,480.000000,480.000000,1730.000000,480.000000,HARD,,
15,t15,Periodic,10,0.000000,1.100000,1.100000,160.000000,,,160.000000,HARD,,
16,t16,Periodic,19,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
17,t17,Aperiodic,4,0.000000,2.200000,2.200000,360.000000,360.000000,1450.000000,360.000000,HARD,,
18,t18,Periodic,18,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
19,t19,Periodic,11,0.000000,1.200000,1.200000,100.000000,,,100.000000,HARD,,
20,t20,Aperiodic,9,0.000000,1.700000,1.700000,160.000000,160.000000,310.000000,160.000000,HARD,,

