Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,2,0.000000,23.400000,23.400000,550.000000,,,550.000000,HARD,,
2,t02,Aperiodic,19,0.000000,0.300000,0.300000,10.000000,10.000000,40.000000,10.000000,HARD,,
3,t03,Periodic,15,0.000000,1.800000,1.800000,30.000000,,,30.000000,HARD,,
4,t04,Aperiodic,16,0.000000,0.300000,0.300000,20.000000,20.000000,70.000000,20.000000,HARD,,
5,t05,Periodic,5,0.000000,7.800000,7.800000,100.000000,,,100.000000,HARD,,
6,t06,Periodic,14,0.000000,1.100000,1.100000,30.000000,,,30.000000,HARD,,
7,t07,Periodic,0,0.000000,3.600000,3.600000,660.000000,,,660.000000,HARD,,
8,t08,Periodic,13,0.000000,0.200000,0.200000,30.000000,,,30.000000,HARD,,
9,t09,Aperiodic,18,0.000000,0.200000,0.200000,10.000000,10.000000,30.000000,10.000000,HARD,,
10,t10,Aperiodic,12,0.000000,0.800000,0.800000,30.000000,30.000000,120.000000,30.000000,HARD,,
11,t11,Periodic,7,0.000000,3.700000,3.700000,80.000000,,,80.000000,HARD,,
12,t12,Aperiodic,17,0.000000,0.200000,0.200000,10.000000,10.000000,30.000000,10.000000,HARD,,
13,t13,Periodic,6,0.000000,1.900000,1.900000,90.000000,,,90.000000,HARD,,
14,t14,Aperiodic,11,0.000000,1.000000,1.000000,30.000000,30.000000,90.000000,30.000000,HARD,,
15,t15,Aperiodic,10,0.000000,0.900000,0.900000,50.000000,50.000000,150.000000,50.000000,HARD,,
16,t16,Periodic,9,0.000000,5.000000,5.000000,50.000000,,,50.000000,HARD,,
17,t17,Periodic,1,0.000000,11.800000,11.800000,630.000000,,,630.000000,HARD,,
18,t18,Aperiodic,4,0.000000,4.100000,4.100000,320.000000,320.000000,930.000000,320.000000,HARD,,
19,t19,Periodic,3,0.000000,18.000000,18.000000,490.000000,,,490.000000,HARD,,
20,t20,Periodic,8,0.000000,5.600000,5.600000,70.000000,,,70.000000,HARD,,

