Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,0,0.000000,1.900000,1.900000,800.000000,,,800.000000,HARD,,
2,"t02",Periodic,3,0.000000,13.600000,13.600000,580.000000,,,580.000000,HARD,,
3,"t03",Aperiodic,10,0.000000,2.000000,2.000000,130.000000,130.000000,320.000000,130.000000,HARD,,
4,"t04",Periodic,9,0.000000,1.500000,1.500000,140.000000,,,140.000000,HARD,,
5,"t05",Aperiodic,14,0.000000,3.400000,3.400000,40.000000,40.000000,320.000000,40.000000,HARD,,
6,"t06",Periodic,6,0.000000,16.200000,16.200000,240.000000,,,240.000000,HARD,,
7,"t07",Periodic,13,0.000000,1.400000,1.400000,70.000000,,,70.000000,HARD,,
8,"t08",Periodic,19,0.000000,1.300000,1.300000,10.000000,,,10.000000,HARD,,
9,"t09",Aperiodic,2,0.000000,16.300000,16.300000,580.000000,580.000000,3320.000000,580.000000,HARD,,
10,"t10",Periodic,7,0.000000,2.700000,2.700000,210.000000,,,210.000000,HARD,,
11,"t11",Aperiodic,18,0.000000,0.400000,0.400000,10.000000,10.000000,20.000000,10.000000,HARD,,
12,"t12",Aperiodic,11,0.000000,7.000000,7.000000,120.000000,120.000000,460.000000,120.000000,HARD,,
13,"t13",Periodic,1,0.000000,4.100000,4.100000,690.000000,,,690.000000,HARD,,
14,"t14",Periodic,8,0.000000,8.400000,8.400000,200.000000,,,200.000000,HARD,,
15,"t15",Aperiodic,17,0.000000,0.600000,0.600000,10.000000,10.000000,30.000000,10.000000,HARD,,
16,"t16",Periodic,12,0.000000,3.400000,3.400000,110.000000,,,110.000000,HARD,,
17,"t17",Periodic,4,0.000000,12.500000,12.500000,420.000000,,,420.000000,HARD,,
18,"t18",Periodic,15,0.000000,0.200000,0.200000,30.000000,,,30.000000,HARD,,
19,"t19",Aperiodic,5,0.000000,4.800000,4.800000,400.000000,400.000000,1900.000000,400.000000,HARD,,
20,"t20",Aperiodic,16,0.000000,0.100000,0.100000,10.000000,10.000000,10.000000,10.000000,HARD,,
