Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,15,0.000000,1.000000,1.000000,30.000000,,,30.000000,HARD,,
2,t02,Periodic,7,0.000000,10.100000,10.100000,280.000000,,,280.000000,HARD,,
3,t03,Aperiodic,3,0.000000,10.500000,10.500000,340.000000,340.000000,2890.000000,340.000000,HARD,,
4,t04,Aperiodic,1,0.000000,0.100000,0.100000,370.000000,370.000000,630.000000,370.000000,HARD,,
5,t05,Aperiodic,19,0.000000,0.300000,0.300000,10.000000,10.000000,20.000000,10.000000,HARD,,
6,t06,Periodic,2,0.000000,14.200000,14.200000,340.000000,,,340.000000,HARD,,
7,t07,Periodic,11,0.000000,2.900000,2.900000,50.000000,,,50.000000,HARD,,
8,t08,Aperiodic,4,0.000000,6.300000,6.300000,330.000000,330.000000,2430.000000,330.000000,HARD,,
9,t09,Aperiodic,5,0.000000,8.500000,8.500000,310.000000,310.000000,2350.000000,310.000000,HARD,,
10,t10,Aperiodic,10,0.000000,3.600000,3.600000,90.000000,90.000000,340.000000,90.000000,HARD,,
11,t11,Periodic,6,0.000000,5.100000,5.100000,290.000000,,,290.000000,HARD,,
12,t12,Periodic,14,0.000000,0.100000,0.100000,30.000000,,,30.000000,HARD,,
13,t13,Periodic,13,0.000000,3.000000,3.000000,30.000000,,,30.000000,HARD,,
14,t14,Aperiodic,16,0.000000,0.400000,0.400000,20.000000,20.000000,170.000000,20.000000,HARD,,
15,t15,Aperiodic,18,0.000000,0.300000,0.300000,10.000000,10.000000,30.000000,10.000000,HARD,,
16,t16,Periodic,8,0.000000,5.500000,5.500000,180.000000,,,180.000000,HARD,,
17,t17,Periodic,12,0.000000,1.300000,1.300000,40.000000,,,40.000000,HARD,,
18,t18,Periodic,17,0.000000,0.900000,0.900000,10.000000,,,10.000000,HARD,,
19,t19,Periodic,0,0.000000,13.900000,13.900000,380.000000,,,380.000000,HARD,,
20,t20,Periodic,9,0.000000,2.600000,2.600000,90.000000,,,90.000000,HARD,,

