Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,18,0.000000,0.100000,0.100000,20.000000,20.000000,40.000000,20.000000,HARD,,
2,t02,Aperiodic,11,0.000000,0.200000,0.200000,40.000000,40.000000,160.000000,40.000000,HARD,,
3,t03,Aperiodic,13,0.000000,1.500000,1.500000,30.000000,30.000000,250.000000,30.000000,HARD,,
4,t04,Periodic,17,0.000000,0.600000,0.600000,20.000000,,,20.000000,HARD,,
5,t05,Periodic,16,0.000000,0.100000,0.100000,20.000000,,,20.000000,HARD,,
6,t06,Aperiodic,2,0.000000,0.800000,0.800000,580.000000,580.000000,3730.000000,580.000000,HARD,,
7,t07,Periodic,1,0.000000,17.300000,17.300000,740.000000,,,740.000000,HARD,,
8,t08,Periodic,10,0.000000,0.200000,0.200000,40.000000,,,40.000000,HARD,,
9,t09,Aperiodic,0,0.000000,35.500000,35.500000,980.000000,980.000000,8820.000000,980.000000,HARD,,
10,t10,Periodic,3,0.000000,4.600000,4.600000,510.000000,,,510.000000,HARD,,
11,t11,Periodic,7,0.000000,4.900000,4.900000,50.000000,,,50.000000,HARD,,
12,t12,Periodic,5,0.000000,13.000000,13.000000,230.000000,,,230.000000,HARD,,
13,t13,Periodic,9,0.000000,0.300000,0.300000,40.000000,,,40.000000,HARD,,
14,t14,Aperiodic,15,0.000000,2.300000,2.300000,20.000000,20.000000,50.000000,20.000000,HARD,,
15,t15,Periodic,14,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
16,t16,Aperiodic,19,0.000000,0.300000,0.300000,10.000000,10.000000,90.000000,10.000000,HARD,,
17,t17,Periodic,4,0.000000,1.000000,1.000000,360.000000,,,360.000000,HARD,,
18,t18,Aperiodic,8,0.000000,1.100000,1.100000,40.000000,40.000000,310.000000,40.000000,HARD,,
19,t19,Periodic,12,0.000000,2.100000,2.100000,30.000000,,,30.000000,HARD,,
20,t20,Periodic,6,0.000000,10.700000,10.700000,100.000000,,,100.000000,HARD,,

