Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,14,0.000000,3.400000,3.400000,100.000000,,,100.000000,HARD,,
2,t02,Periodic,19,0.000000,1.500000,1.500000,60.000000,,,60.000000,HARD,,
3,t03,Periodic,4,0.000000,9.200000,9.200000,370.000000,,,370.000000,HARD,,
4,t04,Aperiodic,18,0.000000,4.100000,4.100000,60.000000,60.000000,110.000000,60.000000,HARD,,
5,t05,Aperiodic,13,0.000000,0.400000,0.400000,100.000000,100.000000,140.000000,100.000000,HARD,,
6,t06,Periodic,24,0.000000,1.300000,1.300000,20.000000,,,20.000000,HARD,,
7,t07,Periodic,12,0.000000,0.600000,0.600000,100.000000,,,100.000000,HARD,,
8,t08,Aperiodic,6,0.000000,1.800000,1.800000,330.000000,330.000000,350.000000,330.000000,HARD,,
9,t09,Aperiodic,9,0.000000,7.700000,7.700000,230.000000,230.000000,270.000000,230.000000,HARD,,
10,t10,Periodic,17,0.000000,1.200000,1.200000,60.000000,,,60.000000,HARD,,
11,t11,Periodic,23,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
12,t12,Periodic,3,0.000000,9.400000,9.400000,500.000000,,,500.000000,HARD,,
13,t13,Periodic,15,0.000000,3.600000,3.600000,80.000000,,,80.000000,HARD,,
14,t14,Aperiodic,11,0.000000,9.900000,9.900000,120.000000,120.000000,170.000000,120.000000,HARD,,
15,t15,Periodic,1,0.000000,1.300000,1.300000,710.000000,,,710.000000,HARD,,
16,t16,Aperiodic,5,0.000000,2.200000,2.200000,340.000000,340.000000,500.000000,340.000000,HARD,,
17,t17,Aperiodic,0,0.000000,49.000000,49.000000,900.000000,900.000000,980.000000,900.000000,HARD,,
18,t18,Periodic,22,0.000000,0.400000,0.400000,20.000000,,,20.000000,HARD,,
19,t19,Aperiodic,10,0.000000,5.000000,5.000000,140.000000,140.000000,240.000000,140.000000,HARD,,
20,t20,Periodic,20,0.000000,0.700000,0.700000,50.000000,,,50.000000,HARD,,
21,t21,Aperiodic,16,0.000000,0.400000,0.400000,60.000000,60.000000,90.000000,60.000000,HARD,,
22,t22,Aperiodic,2,0.000000,19.700000,19.700000,540.000000,540.000000,740.000000,540.000000,HARD,,
23,t23,Periodic,8,0.000000,0.100000,0.100000,240.000000,,,240.000000,HARD,,
24,t24,Periodic,7,0.000000,14.100000,14.100000,320.000000,,,320.000000,HARD,,
25,t25,Periodic,21,0.000000,0.700000,0.700000,20.000000,,,20.000000,HARD,,

