Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,17,0.000000,0.100000,0.100000,30.000000,,,30.000000,HARD,,
2,t02,Periodic,5,0.000000,10.300000,10.300000,250.000000,,,250.000000,HARD,,
3,t03,Periodic,4,0.000000,3.200000,3.200000,250.000000,,,250.000000,HARD,,
4,t04,Aperiodic,10,0.000000,3.100000,3.100000,130.000000,130.000000,260.000000,130.000000,HARD,,
5,t05,Periodic,19,0.000000,0.700000,0.700000,10.000000,,,10.000000,HARD,,
6,t06,Periodic,14,0.000000,0.600000,0.600000,70.000000,,,70.000000,HARD,,
7,t07,Periodic,0,0.000000,11.400000,11.400000,870.000000,,,870.000000,HARD,,
8,t08,Periodic,8,0.000000,4.900000,4.900000,140.000000,,,140.000000,HARD,,
9,t09,Periodic,16,0.000000,0.100000,0.100000,30.000000,,,30.000000,HARD,,
10,t10,Aperiodic,9,0.000000,2.200000,2.200000,130.000000,130.000000,140.000000,130.000000,HARD,,
11,t11,Aperiodic,15,0.000000,4.000000,4.000000,50.000000,50.000000,90.000000,50.000000,HARD,,
12,t12,Periodic,13,0.000000,16.200000,16.200000,90.000000,,,90.000000,HARD,,
13,t13,Aperiodic,18,0.000000,0.300000,0.300000,10.000000,10.000000,20.000000,10.000000,HARD,,
14,t14,Aperiodic,12,0.000000,0.800000,0.800000,90.000000,90.000000,160.000000,90.000000,HARD,,
15,t15,Aperiodic,7,0.000000,1.100000,1.100000,140.000000,140.000000,280.000000,140.000000,HARD,,
16,t16,Aperiodic,2,0.000000,9.800000,9.800000,670.000000,670.000000,720.000000,670.000000,HARD,,
17,t17,Periodic,3,0.000000,2.700000,2.700000,590.000000,,,590.000000,HARD,,
18,t18,Aperiodic,1,0.000000,61.700000,61.700000,720.000000,720.000000,760.000000,720.000000,HARD,,
19,t19,Periodic,6,0.000000,8.300000,8.300000,180.000000,,,180.000000,HARD,,
20,t20,Periodic,11,0.000000,1.400000,1.400000,100.000000,,,100.000000,HARD,,

