Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
2,t02,Periodic,14,0.000000,1.000000,1.000000,70.000000,,,70.000000,HARD,,
3,t03,Periodic,10,0.000000,2.600000,2.600000,180.000000,,,180.000000,HARD,,
4,t04,Periodic,7,0.000000,7.200000,7.200000,260.000000,,,260.000000,HARD,,
5,t05,Aperiodic,5,0.000000,8.700000,8.700000,270.000000,270.000000,370.000000,270.000000,HARD,,
6,t06,Aperiodic,3,0.000000,15.800000,15.800000,440.000000,440.000000,450.000000,440.000000,HARD,,
7,t07,Aperiodic,18,0.000000,0.600000,0.600000,10.000000,10.000000,20.000000,10.000000,HARD,,
8,t08,Aperiodic,2,0.000000,28.200000,28.200000,500.000000,500.000000,530.000000,500.000000,HARD,,
9,t09,Aperiodic,11,0.000000,6.000000,6.000000,140.000000,140.000000,180.000000,140.000000,HARD,,
10,t10,Periodic,9,0.000000,34.500000,34.500000,240.000000,,,240.000000,HARD,,
11,t11,Periodic,12,0.000000,1.600000,1.600000,120.000000,,,120.000000,HARD,,
12,t12,Aperiodic,1,0.000000,14.900000,14.900000,570.000000,570.000000,1110.000000,570.000000,HARD,,
13,t13,Periodic,4,0.000000,4.400000,4.400000,270.000000,,,270.000000,HARD,,
14,t14,Periodic,17,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
15,t15,Aperiodic,13,0.000000,0.500000,0.500000,70.000000,70.000000,130.000000,70.000000,HARD,,
16,t16,Periodic,15,0.000000,3.300000,3.300000,50.000000,,,50.000000,HARD,,
17,t17,Periodic,0,0.000000,27.400000,27.400000,910.000000,,,910.000000,HARD,,
18,t18,Aperiodic,6,0.000000,1.000000,1.000000,260.000000,260.000000,270.000000,260.000000,HARD,,
19,t19,Aperiodic,16,0.000000,2.100000,2.100000,40.000000,40.000000,50.000000,40.000000,HARD,,
20,t20,Aperiodic,8,0.000000,1.700000,1.700000,250.000000,250.000000,380.000000,250.000000,HARD,,

