Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,19,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
2,"t02",Aperiodic,15,0.000000,0.800000,0.800000,50.000000,50.000000,90.000000,50.000000,HARD,,
3,"t03",Periodic,5,0.000000,7.800000,7.800000,500.000000,,,500.000000,HARD,,
4,"t04",Periodic,18,0.000000,1.100000,1.100000,10.000000,,,10.000000,HARD,,
5,"t05",Aperiodic,10,0.000000,66.400000,66.400000,300.000000,300.000000,500.000000,300.000000,HARD,,
6,"t06",Periodic,12,0.000000,1.400000,1.400000,90.000000,,,90.000000,HARD,,
7,"t07",Periodic,16,0.000000,0.200000,0.200000,40.000000,,,40.000000,HARD,,
8,"t08",Aperiodic,3,0.000000,35.800000,35.800000,750.000000,750.000000,1190.000000,750.000000,HARD,,
9,"t09",Aperiodic,1,0.000000,18.900000,18.900000,860.000000,860.000000,1520.000000,860.000000,HARD,,
10,"t10",Periodic,17,0.000000,0.700000,0.700000,20.000000,,,20.000000,HARD,,
11,"t11",Periodic,14,0.000000,2.300000,2.300000,60.000000,,,60.000000,HARD,,
12,"t12",Periodic,9,0.000000,0.100000,0.100000,330.000000,,,330.000000,HARD,,
13,"t13",Periodic,6,0.000000,6.800000,6.800000,450.000000,,,450.000000,HARD,,
14,"t14",Aperiodic,8,0.000000,9.500000,9.500000,360.000000,360.000000,700.000000,360.000000,HARD,,
15,"t15",Periodic,13,0.000000,4.500000,4.500000,80.000000,,,80.000000,HARD,,
16,"t16",Aperiodic,4,0.000000,0.400000,0.400000,700.000000,700.000000,1310.000000,700.000000,HARD,,
17,"t17",Periodic,11,0.000000,0.200000,0.200000,180.000000,,,180.000000,HARD,,
18,"t18",Aperiodic,2,0.000000,15.800000,15.800000,760.000000,760.000000,1190.000000,760.000000,HARD,,
19,"t19",Aperiodic,7,0.000000,3.800000,3.800000,390.000000,390.000000,470.000000,390.000000,HARD,,
20,"t20",Periodic,0,0.000000,11.100000,11.100000,930.000000,,,930.000000,HARD,,
