Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,4,0.000000,5.600000,5.600000,560.000000,,,560.000000,HARD,,
2,"t02",Periodic,19,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
3,"t03",Periodic,14,0.000000,1.100000,1.100000,50.000000,,,50.000000,HARD,,
4,"t04",Periodic,18,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
5,"t05",Periodic,1,0.000000,27.200000,27.200000,680.000000,,,680.000000,HARD,,
6,"t06",Periodic,17,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
7,"t07",Periodic,7,0.000000,3.100000,3.100000,360.000000,,,360.000000,HARD,,
8,"t08",Aperiodic,2,0.000000,5.700000,5.700000,600.000000,600.000000,1740.000000,600.000000,HARD,,
9,"t09",Periodic,12,0.000000,1.000000,1.000000,90.000000,,,90.000000,HARD,,
10,"t10",Aperiodic,9,0.000000,12.600000,12.600000,270.000000,270.000000,720.000000,270.000000,HARD,,
11,"t11",Aperiodic,3,0.000000,28.300000,28.300000,590.000000,590.000000,680.000000,590.000000,HARD,,
12,"t12",Periodic,8,0.000000,27.500000,27.500000,280.000000,,,280.000000,HARD,,
13,"t13",Periodic,5,0.000000,68.300000,68.300000,470.000000,,,470.000000,HARD,,
14,"t14",Periodic,0,0.000000,1.900000,1.900000,840.000000,,,840.000000,HARD,,
15,"t15",Aperiodic,10,0.000000,0.900000,0.900000,170.000000,170.000000,310.000000,170.000000,HARD,,
16,"t16",Aperiodic,16,0.000000,0.400000,0.400000,20.000000,20.000000,60.000000,20.000000,HARD,,
17,"t17",Aperiodic,15,0.000000,0.900000,0.900000,30.000000,30.000000,60.000000,30.000000,HARD,,
18,"t18",Aperiodic,13,0.000000,0.400000,0.400000,60.000000,60.000000,180.000000,60.000000,HARD,,
19,"t19",Aperiodic,6,0.000000,26.200000,26.200000,460.000000,460.000000,1060.000000,460.000000,HARD,,
20,"t20",Periodic,11,0.000000,2.400000,2.400000,140.000000,,,140.000000,HARD,,
