Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,8,0.000000,2.100000,2.100000,240.000000,,,240.000000,HARD,,
2,t02,Periodic,0,0.000000,7.700000,7.700000,820.000000,,,820.000000,HARD,,
3,t03,Periodic,11,0.000000,0.600000,0.600000,130.000000,,,130.000000,HARD,,
4,t04,Periodic,6,0.000000,6.600000,6.600000,340.000000,,,340.000000,HARD,,
5,t05,Aperiodic,7,0.000000,22.300000,22.300000,330.000000,330.000000,370.000000,330.000000,HARD,,
6,t06,Periodic,3,0.000000,30.200000,30.200000,730.000000,,,730.000000,HARD,,
7,t07,Periodic,1,0.000000,12.100000,12.100000,810.000000,,,810.000000,HARD,,
8,t08,Aperiodic,10,0.000000,0.600000,0.600000,130.000000,130.000000,260.000000,130.000000,HARD,,
9,t09,Periodic,17,0.000000,1.500000,1.500000,50.000000,,,50.000000,HARD,,
10,t10,Periodic,2,0.000000,8.300000,8.300000,770.000000,,,770.000000,HARD,,
11,t11,Aperiodic,4,0.000000,54.500000,54.500000,700.000000,700.000000,1870.000000,700.000000,HARD,,
12,t12,Aperiodic,12,0.000000,6.100000,6.100000,110.000000,110.000000,280.000000,110.000000,HARD,,
13,t13,Aperiodic,13,0.000000,2.800000,2.800000,90.000000,90.000000,200.000000,90.000000,HARD,,
14,t14,Periodic,15,0.000000,1.000000,1.000000,60.000000,,,60.000000,HARD,,
15,t15,Periodic,19,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
16,t16,Aperiodic,18,0.000000,1.000000,1.000000,30.000000,30.000000,80.000000,30.000000,HARD,,
17,t17,Periodic,14,0.000000,8.300000,8.300000,80.000000,,,80.000000,HARD,,
18,t18,Periodic,9,0.000000,9.100000,9.100000,200.000000,,,200.000000,HARD,,
19,t19,Aperiodic,16,0.000000,1.600000,1.600000,50.000000,50.000000,100.000000,50.000000,HARD,,
20,t20,Aperiodic,5,0.000000,18.400000,18.400000,350.000000,350.000000,510.000000,350.000000,HARD,,

