Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,10,0.000000,1.600000,1.600000,160.000000,160.000000,200.000000,160.000000,HARD,,
2,t02,Periodic,12,0.000000,1.900000,1.900000,110.000000,,,110.000000,HARD,,
3,t03,Periodic,16,0.000000,3.200000,3.200000,50.000000,,,50.000000,HARD,,
4,t04,Aperiodic,15,0.000000,0.100000,0.100000,60.000000,60.000000,80.000000,60.000000,HARD,,
5,t05,Periodic,0,0.000000,23.300000,23.300000,780.000000,,,780.000000,HARD,,
6,t06,Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
7,t07,Periodic,7,0.000000,2.100000,2.100000,210.000000,,,210.000000,HARD,,
8,t08,Periodic,17,0.000000,0.100000,0.100000,20.000000,,,20.000000,HARD,,
9,t09,Aperiodic,18,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
10,t10,Periodic,3,0.000000,22.500000,22.500000,320.000000,,,320.000000,HARD,,
11,t11,Periodic,9,0.000000,9.800000,9.800000,160.000000,,,160.000000,HARD,,
12,t12,Aperiodic,8,0.000000,10.900000,10.900000,200.000000,200.000000,230.000000,200.000000,HARD,,
13,t13,Periodic,4,0.000000,7.100000,7.100000,250.000000,,,250.000000,HARD,,
14,t14,Aperiodic,11,0.000000,7.300000,7.300000,130.000000,130.000000,260.000000,130.000000,HARD,,
15,t15,Aperiodic,14,0.000000,7.700000,7.700000,80.000000,80.000000,150.000000,80.000000,HARD,,
16,t16,Periodic,5,0.000000,18.400000,18.400000,240.000000,,,240.000000,HARD,,
17,t17,Periodic,6,0.000000,7.900000,7.900000,210.000000,,,210.000000,HARD,,
18,t18,Aperiodic,2,0.000000,14.200000,14.200000,510.000000,510.000000,550.000000,510.000000,HARD,,
19,t19,Aperiodic,1,0.000000,5.500000,5.500000,600.000000,600.000000,1060.000000,600.000000,HARD,,
20,t20,Periodic,13,0.000000,1.700000,1.700000,90.000000,,,90.000000,HARD,,

