Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,14,0.000000,0.400000,0.400000,70.000000,,,70.000000,HARD,,
2,t02,Periodic,6,0.000000,6.100000,6.100000,260.000000,,,260.000000,HARD,,
3,t03,Aperiodic,1,0.000000,57.400000,57.400000,740.000000,740.000000,1400.000000,740.000000,HARD,,
4,t04,Periodic,0,0.000000,43.900000,43.900000,910.000000,,,910.000000,HARD,,
5,t05,Periodic,4,0.000000,2.900000,2.900000,350.000000,,,350.000000,HARD,,
6,t06,Periodic,2,0.000000,27.700000,27.700000,700.000000,,,700.000000,HARD,,
7,t07,Periodic,19,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
8,t08,Periodic,17,0.000000,1.500000,1.500000,50.000000,,,50.000000,HARD,,
9,t09,Aperiodic,11,0.000000,2.100000,2.100000,110.000000,110.000000,170.000000,110.000000,HARD,,
10,t10,Aperiodic,12,0.000000,4.400000,4.400000,100.000000,100.000000,110.000000,100.000000,HARD,,
11,t11,Aperiodic,15,0.000000,0.100000,0.100000,60.000000,60.000000,80.000000,60.000000,HARD,,
12,t12,Periodic,3,0.000000,40.500000,40.500000,530.000000,,,530.000000,HARD,,
13,t13,Aperiodic,8,0.000000,2.200000,2.200000,140.000000,140.000000,150.000000,140.000000,HARD,,
14,t14,Aperiodic,7,0.000000,8.900000,8.900000,150.000000,150.000000,230.000000,150.000000,HARD,,
15,t15,Periodic,5,0.000000,10.300000,10.300000,260.000000,,,260.000000,HARD,,
16,t16,Aperiodic,13,0.000000,0.200000,0.200000,90.000000,90.000000,180.000000,90.000000,HARD,,
17,t17,Periodic,10,0.000000,2.000000,2.000000,110.000000,,,110.000000,HARD,,
18,t18,Periodic,9,0.000000,6.800000,6.800000,130.000000,,,130.000000,HARD,,
19,t19,Aperiodic,16,0.000000,0.100000,0.100000,50.000000,50.000000,80.000000,50.000000,HARD,,
20,t20,Periodic,18,0.000000,1.200000,1.200000,10.000000,,,10.000000,HARD,,

