Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,7,0.000000,0.100000,0.100000,190.000000,,,190.000000,HARD,,
2,t02,Periodic,14,0.000000,1.200000,1.200000,50.000000,,,50.000000,HARD,,
3,t03,Aperiodic,1,0.000000,16.000000,16.000000,590.000000,590.000000,1370.000000,590.000000,HARD,,
4,t04,Aperiodic,15,0.000000,1.700000,1.700000,20.000000,20.000000,40.000000,20.000000,HARD,,
5,t05,Periodic,12,0.000000,2.100000,2.100000,70.000000,,,70.000000,HARD,,
6,t06,Periodic,3,0.000000,25.400000,25.400000,490.000000,,,490.000000,HARD,,
7,t07,Periodic,8,0.000000,8.900000,8.900000,170.000000,,,170.000000,HARD,,
8,t08,Aperiodic,10,0.000000,0.800000,0.800000,110.000000,110.000000,190.000000,110.000000,HARD,,
9,t09,Periodic,2,0.000000,5.800000,5.800000,520.000000,,,520.000000,HARD,,
10,t10,Aperiodic,19,0.000000,0.400000,0.400000,10.000000,10.000000,60.000000,10.000000,HARD,,
11,t11,Aperiodic,18,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
12,t12,Aperiodic,13,0.000000,0.400000,0.400000,60.000000,60.000000,350.000000,60.000000,HARD,,
13,t13,Aperiodic,4,0.000000,11.000000,11.000000,350.000000,350.000000,3090.000000,350.000000,HARD,,
14,t14,Periodic,17,0.000000,1.000000,1.000000,10.000000,,,10.000000,HARD,,
15,t15,Periodic,0,0.000000,59.600000,59.600000,780.000000,,,780.000000,HARD,,
16,t16,Aperiodic,16,0.000000,0.300000,0.300000,10.000000,10.000000,20.000000,10.000000,HARD,,
17,t17,Periodic,6,0.000000,6.400000,6.400000,220.000000,,,220.000000,HARD,,
18,t18,Periodic,5,0.000000,10.600000,10.600000,290.000000,,,290.000000,HARD,,
19,t19,Periodic,9,0.000000,5.900000,5.900000,160.000000,,,160.000000,HARD,,
20,t20,Periodic,11,0.000000,0.600000,0.600000,70.000000,,,70.000000,HARD,,

