Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,6,0.000000,5.100000,5.100000,230.000000,,,230.000000,HARD,,
2,t02,Periodic,12,0.000000,1.300000,1.300000,30.000000,,,30.000000,HARD,,
3,t03,Aperiodic,5,0.000000,7.300000,7.300000,240.000000,240.000000,300.000000,240.000000,HARD,,
4,t04,Periodic,19,0.000000,0.900000,0.900000,10.000000,,,10.000000,HARD,,
5,t05,Aperiodic,18,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
6,t06,Periodic,17,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
7,t07,Periodic,4,0.000000,8.400000,8.400000,270.000000,,,270.000000,HARD,,
8,t08,Aperiodic,13,0.000000,1.900000,1.900000,20.000000,20.000000,40.000000,20.000000,HARD,,
9,t09,Periodic,11,0.000000,0.900000,0.900000,30.000000,,,30.000000,HARD,,
10,t10,Periodic,16,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
11,t11,Aperiodic,9,0.000000,3.700000,3.700000,70.000000,70.000000,100.000000,70.000000,HARD,,
12,t12,Periodic,15,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
13,t13,Periodic,10,0.000000,1.100000,1.100000,30.000000,,,30.000000,HARD,,
14,t14,Periodic,3,0.000000,0.200000,0.200000,300.000000,,,300.000000,HARD,,
15,t15,Aperiodic,0,0.000000,28.900000,28.900000,750.000000,750.000000,1440.000000,750.000000,HARD,,
16,t16,Periodic,14,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
17,t17,Aperiodic,7,0.000000,9.800000,9.800000,140.000000,140.000000,230.000000,140.000000,HARD,,
18,t18,Aperiodic,2,0.000000,11.800000,11.800000,340.000000,340.000000,650.000000,340.000000,HARD,,
19,t19,Aperiodic,1,0.000000,12.800000,12.800000,350.000000,350.000000,530.000000,350.000000,HARD,,
20,t20,Periodic,8,0.000000,0.900000,0.900000,120.000000,,,120.000000,HARD,,

