Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,14,0.000000,1.200000,1.200000,50.000000,,,50.000000,HARD,,
2,t02,Periodic,6,0.000000,15.400000,15.400000,400.000000,,,400.000000,HARD,,
3,t03,Periodic,8,0.000000,4.100000,4.100000,140.000000,,,140.000000,HARD,,
4,t04,Periodic,10,0.000000,0.900000,0.900000,90.000000,,,90.000000,HARD,,
5,t05,Aperiodic,18,0.000000,0.800000,0.800000,20.000000,20.000000,40.000000,20.000000,HARD,,
6,t06,Periodic,13,0.000000,0.600000,0.600000,60.000000,,,60.000000,HARD,,
7,t07,Aperiodic,12,0.000000,4.900000,4.900000,60.000000,60.000000,90.000000,60.000000,HARD,,
8,t08,Periodic,3,0.000000,2.600000,2.600000,610.000000,,,610.000000,HARD,,
9,t09,Aperiodic,9,0.000000,9.200000,9.200000,100.000000,100.000000,180.000000,100.000000,HARD,,
10,t10,Periodic,7,0.000000,19.400000,19.400000,190.000000,,,190.000000,HARD,,
11,t11,Aperiodic,2,0.000000,12.600000,12.600000,620.000000,620.000000,710.000000,620.000000,HARD,,
12,t12,Periodic,19,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
13,t13,Aperiodic,1,0.000000,10.900000,10.900000,810.000000,810.000000,1070.000000,810.000000,HARD,,
14,t14,Periodic,4,0.000000,6.000000,6.000000,540.000000,,,540.000000,HARD,,
15,t15,Aperiodic,16,0.000000,0.400000,0.400000,30.000000,30.000000,60.000000,30.000000,HARD,,
16,t16,Periodic,0,0.000000,59.300000,59.300000,940.000000,,,940.000000,HARD,,
17,t17,Aperiodic,11,0.000000,3.300000,3.300000,80.000000,80.000000,140.000000,80.000000,HARD,,
18,t18,Aperiodic,5,0.000000,20.600000,20.600000,530.000000,530.000000,830.000000,530.000000,HARD,,
19,t19,Periodic,17,0.000000,0.300000,0.300000,20.000000,,,20.000000,HARD,,
20,t20,Periodic,15,0.000000,0.300000,0.300000,30.000000,,,30.000000,HARD,,

