Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,7,0.000000,6.600000,6.600000,120.000000,120.000000,210.000000,120.000000,HARD,,
2,t02,Aperiodic,3,0.000000,2.400000,2.400000,460.000000,460.000000,750.000000,460.000000,HARD,,
3,t03,Periodic,11,0.000000,0.300000,0.300000,70.000000,,,70.000000,HARD,,
4,t04,Aperiodic,9,0.000000,7.400000,7.400000,90.000000,90.000000,170.000000,90.000000,HARD,,
5,t05,Periodic,13,0.000000,4.500000,4.500000,60.000000,,,60.000000,HARD,,
6,t06,Aperiodic,19,0.000000,0.300000,0.300000,10.000000,10.000000,20.000000,10.000000,HARD,,
7,t07,Aperiodic,5,0.000000,6.200000,6.200000,360.000000,360.000000,450.000000,360.000000,HARD,,
8,t08,Periodic,12,0.000000,1.700000,1.700000,60.000000,,,60.000000,HARD,,
9,t09,Periodic,0,0.000000,78.800000,78.800000,980.000000,,,980.000000,HARD,,
10,t10,Periodic,18,0.000000,0.100000,0.100000,20.000000,,,20.000000,HARD,,
11,t11,Periodic,17,0.000000,3.900000,3.900000,30.000000,,,30.000000,HARD,,
12,t12,Aperiodic,4,0.000000,3.900000,3.900000,400.000000,400.000000,690.000000,400.000000,HARD,,
13,t13,Periodic,15,0.000000,0.800000,0.800000,40.000000,,,40.000000,HARD,,
14,t14,Aperiodic,16,0.000000,1.300000,1.300000,30.000000,30.000000,60.000000,30.000000,HARD,,
15,t15,Periodic,6,0.000000,4.800000,4.800000,260.000000,,,260.000000,HARD,,
16,t16,Aperiodic,10,0.000000,1.600000,1.600000,80.000000,80.000000,130.000000,80.000000,HARD,,
17,t17,Periodic,1,0.000000,9.300000,9.300000,870.000000,,,870.000000,HARD,,
18,t18,Periodic,2,0.000000,23.800000,23.800000,640.000000,,,640.000000,HARD,,
19,t19,Periodic,8,0.000000,0.600000,0.600000,90.000000,,,90.000000,HARD,,
20,t20,Periodic,14,0.000000,0.500000,0.500000,40.000000,,,40.000000,HARD,,

