Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,1,0.000000,34.300000,34.300000,630.000000,630.000000,1200.000000,630.000000,HARD,,
2,t02,Periodic,12,0.000000,0.200000,0.200000,50.000000,,,50.000000,HARD,,
3,t03,Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
4,t04,Aperiodic,18,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
5,t05,Periodic,13,0.000000,0.900000,0.900000,40.000000,,,40.000000,HARD,,
6,t06,Periodic,16,0.000000,0.200000,0.200000,30.000000,,,30.000000,HARD,,
7,t07,Aperiodic,11,0.000000,0.100000,0.100000,70.000000,70.000000,130.000000,70.000000,HARD,,
8,t08,Aperiodic,3,0.000000,4.400000,4.400000,480.000000,480.000000,790.000000,480.000000,HARD,,
9,t09,Periodic,0,0.000000,9.000000,9.000000,730.000000,,,730.000000,HARD,,
10,t10,Periodic,9,0.000000,7.100000,7.100000,170.000000,,,170.000000,HARD,,
11,t11,Periodic,17,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
12,t12,Aperiodic,8,0.000000,12.800000,12.800000,210.000000,210.000000,360.000000,210.000000,HARD,,
13,t13,Aperiodic,10,0.000000,4.400000,4.400000,70.000000,70.000000,140.000000,70.000000,HARD,,
14,t14,Periodic,2,0.000000,11.100000,11.100000,580.000000,,,580.000000,HARD,,
15,t15,Periodic,5,0.000000,1.800000,1.800000,360.000000,,,360.000000,HARD,,
16,t16,Periodic,15,0.000000,1.200000,1.200000,30.000000,,,30.000000,HARD,,
17,t17,Aperiodic,7,0.000000,8.900000,8.900000,210.000000,210.000000,310.000000,210.000000,HARD,,
18,t18,Periodic,6,0.000000,5.400000,5.400000,260.000000,,,260.000000,HARD,,
19,t19,Aperiodic,14,0.000000,4.800000,4.800000,30.000000,30.000000,50.000000,30.000000,HARD,,
20,t20,Periodic,4,0.000000,41.300000,41.300000,460.000000,,,460.000000,HARD,,

