Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,19,0.000000,0.500000,0.500000,10.000000,,,10.000000,HARD,,
2,t02,Periodic,0,0.000000,53.200000,53.200000,870.000000,,,870.000000,HARD,,
3,t03,Periodic,15,0.000000,0.500000,0.500000,30.000000,,,30.000000,HARD,,
4,t04,Aperiodic,9,0.000000,1.500000,1.500000,80.000000,80.000000,130.000000,80.000000,HARD,,
5,t05,Aperiodic,7,0.000000,6.200000,6.200000,90.000000,90.000000,160.000000,90.000000,HARD,,
6,t06,Periodic,5,0.000000,30.400000,30.400000,380.000000,,,380.000000,HARD,,
7,t07,Periodic,4,0.000000,21.700000,21.700000,400.000000,,,400.000000,HARD,,
8,t08,Periodic,13,0.000000,0.500000,0.500000,50.000000,,,50.000000,HARD,,
9,t09,Periodic,6,0.000000,13.200000,13.200000,200.000000,,,200.000000,HARD,,
10,t10,Periodic,17,0.000000,0.100000,0.100000,20.000000,,,20.000000,HARD,,
11,t11,Aperiodic,3,0.000000,12.500000,12.500000,460.000000,460.000000,820.000000,460.000000,HARD,,
12,t12,Periodic,16,0.000000,0.300000,0.300000,20.000000,,,20.000000,HARD,,
13,t13,Periodic,10,0.000000,1.300000,1.300000,70.000000,,,70.000000,HARD,,
14,t14,Aperiodic,1,0.000000,14.000000,14.000000,640.000000,640.000000,1050.000000,640.000000,HARD,,
15,t15,Periodic,8,0.000000,0.200000,0.200000,80.000000,,,80.000000,HARD,,
16,t16,Aperiodic,2,0.000000,40.800000,40.800000,600.000000,600.000000,820.000000,600.000000,HARD,,
17,t17,Aperiodic,12,0.000000,0.700000,0.700000,50.000000,50.000000,80.000000,50.000000,HARD,,
18,t18,Aperiodic,18,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
19,t19,Aperiodic,11,0.000000,2.800000,2.800000,60.000000,60.000000,80.000000,60.000000,HARD,,
20,t20,Periodic,14,0.000000,1.000000,1.000000,30.000000,,,30.000000,HARD,,

