Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,8,0.000000,8.100000,8.100000,230.000000,,,230.000000,HARD,,
2,t02,Periodic,9,0.000000,5.700000,5.700000,140.000000,,,140.000000,HARD,,
3,t03,Aperiodic,6,0.000000,1.100000,1.100000,340.000000,340.000000,560.000000,340.000000,HARD,,
4,t04,Aperiodic,0,0.000000,8.200000,8.200000,880.000000,880.000000,1000.000000,880.000000,HARD,,
5,t05,Periodic,15,0.000000,0.300000,0.300000,30.000000,,,30.000000,HARD,,
6,t06,Periodic,19,0.000000,1.200000,1.200000,10.000000,,,10.000000,HARD,,
7,t07,Periodic,14,0.000000,0.400000,0.400000,30.000000,,,30.000000,HARD,,
8,t08,Aperiodic,2,0.000000,6.900000,6.900000,430.000000,430.000000,460.000000,430.000000,HARD,,
9,t09,Aperiodic,5,0.000000,2.700000,2.700000,390.000000,390.000000,400.000000,390.000000,HARD,,
10,t10,Aperiodic,18,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
11,t11,Aperiodic,4,0.000000,1.200000,1.200000,400.000000,400.000000,800.000000,400.000000,HARD,,
12,t12,Periodic,17,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
13,t13,Aperiodic,16,0.000000,0.900000,0.900000,10.000000,10.000000,20.000000,10.000000,HARD,,
14,t14,Periodic,1,0.000000,16.700000,16.700000,550.000000,,,550.000000,HARD,,
15,t15,Periodic,10,0.000000,0.700000,0.700000,130.000000,,,130.000000,HARD,,
16,t16,Periodic,3,0.000000,3.800000,3.800000,410.000000,,,410.000000,HARD,,
17,t17,Periodic,7,0.000000,19.800000,19.800000,300.000000,,,300.000000,HARD,,
18,t18,Aperiodic,13,0.000000,6.200000,6.200000,40.000000,40.000000,70.000000,40.000000,HARD,,
19,t19,Periodic,12,0.000000,1.600000,1.600000,40.000000,,,40.000000,HARD,,
20,t20,Periodic,11,0.000000,1.800000,1.800000,50.000000,,,50.000000,HARD,,

