Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,3,0.000000,43.600000,43.600000,750.000000,,,750.000000,HARD,,
2,t02,Aperiodic,10,0.000000,1.300000,1.300000,90.000000,90.000000,100.000000,90.000000,HARD,,
3,t03,Periodic,0,0.000000,9.800000,9.800000,940.000000,,,940.000000,HARD,,
4,t04,Periodic,16,0.000000,0.300000,0.300000,20.000000,,,20.000000,HARD,,
5,t05,Periodic,15,0.000000,0.700000,0.700000,20.000000,,,20.000000,HARD,,
6,t06,Periodic,2,0.000000,47.200000,47.200000,840.000000,,,840.000000,HARD,,
7,t07,Aperiodic,12,0.000000,0.700000,0.700000,70.000000,70.000000,120.000000,70.000000,HARD,,
8,t08,Aperiodic,9,0.000000,2.400000,2.400000,110.000000,110.000000,140.000000,110.000000,HARD,,
9,t09,Periodic,4,0.000000,4.200000,4.200000,620.000000,,,620.000000,HARD,,
10,t10,Aperiodic,6,0.000000,43.100000,43.100000,480.000000,480.000000,490.000000,480.000000,HARD,,
11,t11,Aperiodic,11,0.000000,0.200000,0.200000,80.000000,80.000000,90.000000,80.000000,HARD,,
12,t12,Aperiodic,19,0.000000,0.500000,0.500000,10.000000,10.000000,20.000000,10.000000,HARD,,
13,t13,Periodic,7,0.000000,2.500000,2.500000,170.000000,,,170.000000,HARD,,
14,t14,Aperiodic,5,0.000000,8.600000,8.600000,580.000000,580.000000,1140.000000,580.000000,HARD,,
15,t15,Periodic,18,0.000000,1.800000,1.800000,10.000000,,,10.000000,HARD,,
16,t16,Aperiodic,1,0.000000,1.400000,1.400000,870.000000,870.000000,1660.000000,870.000000,HARD,,
17,t17,Periodic,14,0.000000,0.500000,0.500000,40.000000,,,40.000000,HARD,,
18,t18,Periodic,8,0.000000,2.400000,2.400000,130.000000,,,130.000000,HARD,,
19,t19,Periodic,13,0.000000,1.800000,1.800000,40.000000,,,40.000000,HARD,,
20,t20,Periodic,17,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,

