Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,14,0.000000,0.100000,0.100000,120.000000,,,120.000000,HARD,,
2,t02,Aperiodic,17,0.000000,2.200000,2.200000,70.000000,70.000000,100.000000,70.000000,HARD,,
3,t03,Periodic,10,0.000000,11.300000,11.300000,160.000000,,,160.000000,HARD,,
4,t04,Periodic,23,0.000000,1.100000,1.100000,30.000000,,,30.000000,HARD,,
5,t05,Aperiodic,5,0.000000,30.600000,30.600000,410.000000,410.000000,730.000000,410.000000,HARD,,
6,t06,Aperiodic,22,0.000000,0.100000,0.100000,30.000000,30.000000,50.000000,30.000000,HARD,,
7,t07,Periodic,1,0.000000,31.100000,31.100000,790.000000,,,790.000000,HARD,,
8,t08,Periodic,26,0.000000,0.400000,0.400000,20.000000,,,20.000000,HARD,,
9,t09,Periodic,6,0.000000,2.700000,2.700000,260.000000,,,260.000000,HARD,,
10,t10,Periodic,4,0.000000,15.200000,15.200000,420.000000,,,420.000000,HARD,,
11,t11,Aperiodic,20,0.000000,1.200000,1.200000,50.000000,50.000000,90.000000,50.000000,HARD,,
12,t12,Periodic,29,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
13,t13,Periodic,9,0.000000,0.500000,0.500000,190.000000,,,190.000000,HARD,,
14,t14,Periodic,11,0.000000,0.700000,0.700000,150.000000,,,150.000000,HARD,,
15,t15,Aperiodic,3,0.000000,0.600000,0.600000,590.000000,590.000000,960.000000,590.000000,HARD,,
16,t16,Periodic,21,0.000000,1.000000,1.000000,30.000000,,,30.000000,HARD,,
17,t17,Aperiodic,15,0.000000,0.300000,0.300000,90.000000,90.000000,100.000000,90.000000,HARD,,
18,t18,Aperiodic,19,0.000000,0.700000,0.700000,50.000000,50.000000,90.000000,50.000000,HARD,,
19,t19,Aperiodic,28,0.000000,0.300000,0.300000,10.000000,10.000000,20.000000,10.000000,HARD,,
20,t20,Periodic,25,0.000000,0.700000,0.700000,20.000000,,,20.000000,HARD,,
21,t21,Aperiodic,13,0.000000,1.000000,1.000000,130.000000,130.000000,240.000000,130.000000,HARD,,
22,t22,Aperiodic,16,0.000000,0.200000,0.200000,70.000000,70.000000,120.000000,70.000000,HARD,,
23,t23,Periodic,7,0.000000,7.000000,7.000000,220.000000,,,220.000000,HARD,,
24,t24,Periodic,18,0.000000,0.300000,0.300000,60.000000,,,60.000000,HARD,,
25,t25,Periodic,24,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
26,t26,Aperiodic,12,0.000000,1.400000,1.400000,140.000000,140.000000,260.000000,140.000000,HARD,,
27,t27,Aperiodic,27,0.000000,0.400000,0.400000,10.000000,10.000000,20.000000,10.000000,HARD,,
28,t28,Periodic,0,0.000000,46.600000,46.600000,840.000000,,,840.000000,HARD,,
29,t29,Periodic,8,0.000000,3.800000,3.800000,190.000000,,,190.000000,HARD,,
30,t30,Periodic,2,0.000000,26.300000,26.300000,760.000000,,,760.000000,HARD,,

