Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,29,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
2,t02,Periodic,1,0.000000,9.100000,9.100000,890.000000,,,890.000000,HARD,,
3,t03,Aperiodic,22,0.000000,0.500000,0.500000,40.000000,40.000000,60.000000,40.000000,HARD,,
4,t04,Periodic,5,0.000000,42.900000,42.900000,520.000000,,,520.000000,HARD,,
5,t05,Aperiodic,13,0.000000,2.100000,2.100000,140.000000,140.000000,160.000000,140.000000,HARD,,
6,t06,Periodic,8,0.000000,1.900000,1.900000,270.000000,,,270.000000,HARD,,
7,t07,Periodic,9,0.000000,5.400000,5.400000,180.000000,,,180.000000,HARD,,
8,t08,Aperiodic,11,0.000000,1.400000,1.400000,160.000000,160.000000,180.000000,160.000000,HARD,,
9,t09,Aperiodic,12,0.000000,1.000000,1.000000,140.000000,140.000000,260.000000,140.000000,HARD,,
10,t10,Aperiodic,18,0.000000,4.200000,4.200000,70.000000,70.000000,110.000000,70.000000,HARD,,
11,t11,Aperiodic,16,0.000000,3.900000,3.900000,90.000000,90.000000,110.000000,90.000000,HARD,,
12,t12,Aperiodic,26,0.000000,0.500000,0.500000,30.000000,30.000000,60.000000,30.000000,HARD,,
13,t13,Periodic,28,0.000000,0.600000,0.600000,10.000000,,,10.000000,HARD,,
14,t14,Aperiodic,21,0.000000,0.700000,0.700000,50.000000,50.000000,70.000000,50.000000,HARD,,
15,t15,Periodic,7,0.000000,7.500000,7.500000,320.000000,,,320.000000,HARD,,
16,t16,Periodic,20,0.000000,1.200000,1.200000,50.000000,,,50.000000,HARD,,
17,t17,Periodic,2,0.000000,18.300000,18.300000,850.000000,,,850.000000,HARD,,
18,t18,Aperiodic,25,0.000000,0.400000,0.400000,30.000000,30.000000,50.000000,30.000000,HARD,,
19,t19,Periodic,6,0.000000,3.600000,3.600000,420.000000,,,420.000000,HARD,,
20,t20,Periodic,10,0.000000,6.600000,6.600000,170.000000,,,170.000000,HARD,,
21,t21,Periodic,14,0.000000,0.900000,0.900000,110.000000,,,110.000000,HARD,,
22,t22,Periodic,15,0.000000,3.400000,3.400000,100.000000,,,100.000000,HARD,,
23,t23,Aperiodic,24,0.000000,0.900000,0.900000,30.000000,30.000000,50.000000,30.000000,HARD,,
24,t24,Periodic,17,0.000000,1.800000,1.800000,70.000000,,,70.000000,HARD,,
25,t25,Aperiodic,0,0.000000,1.500000,1.500000,920.000000,920.000000,1110.000000,920.000000,HARD,,
26,t26,Periodic,3,0.000000,17.000000,17.000000,660.000000,,,660.000000,HARD,,
27,t27,Periodic,23,0.000000,0.300000,0.300000,30.000000,,,30.000000,HARD,,
28,t28,Aperiodic,27,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
29,t29,Periodic,19,0.000000,0.100000,0.100000,60.000000,,,60.000000,HARD,,
30,t30,Periodic,4,0.000000,12.700000,12.700000,610.000000,,,610.000000,HARD,,

