Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,13,0.000000,0.500000,0.500000,40.000000,,,40.000000,HARD,,
2,t02,Aperiodic,7,0.000000,4.300000,4.300000,180.000000,180.000000,210.000000,180.000000,HARD,,
3,t03,Periodic,15,0.000000,1.600000,1.600000,30.000000,,,30.000000,HARD,,
4,t04,Periodic,3,0.000000,1.800000,1.800000,270.000000,,,270.000000,HARD,,
5,t05,Periodic,4,0.000000,4.700000,4.700000,220.000000,,,220.000000,HARD,,
6,t06,Periodic,9,0.000000,0.900000,0.900000,70.000000,,,70.000000,HARD,,
7,t07,Periodic,8,0.000000,4.500000,4.500000,80.000000,,,80.000000,HARD,,
8,t08,Periodic,12,0.000000,1.200000,1.200000,50.000000,,,50.000000,HARD,,
9,t09,Periodic,6,0.000000,19.600000,19.600000,180.000000,,,180.000000,HARD,,
10,t10,Periodic,17,0.000000,1.400000,1.400000,20.000000,,,20.000000,HARD,,
11,t11,Periodic,16,0.000000,0.300000,0.300000,20.000000,,,20.000000,HARD,,
12,t12,Periodic,19,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
13,t13,Periodic,5,0.000000,7.000000,7.000000,200.000000,,,200.000000,HARD,,
14,t14,Periodic,10,0.000000,3.000000,3.000000,60.000000,,,60.000000,HARD,,
15,t15,Periodic,2,0.000000,1.200000,1.200000,600.000000,,,600.000000,HARD,,
16,t16,Aperiodic,14,0.000000,1.100000,1.100000,30.000000,30.000000,60.000000,30.000000,HARD,,
17,t17,Periodic,11,0.000000,0.600000,0.600000,50.000000,,,50.000000,HARD,,
18,t18,Periodic,0,0.000000,47.300000,47.300000,860.000000,,,860.000000,HARD,,
19,t19,Periodic,18,0.000000,0.700000,0.700000,10.000000,,,10.000000,HARD,,
20,t20,Aperiodic,1,0.000000,0.300000,0.300000,840.000000,840.000000,1050.000000,840.000000,HARD,,

