Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,5,0.000000,6.700000,6.700000,200.000000,,,200.000000,HARD,,
2,t02,Periodic,1,0.000000,13.100000,13.100000,570.000000,,,570.000000,HARD,,
3,t03,Periodic,9,0.000000,2.600000,2.600000,100.000000,,,100.000000,HARD,,
4,t04,Periodic,15,0.000000,1.300000,1.300000,30.000000,,,30.000000,HARD,,
5,t05,Aperiodic,19,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
6,t06,Periodic,6,0.000000,3.400000,3.400000,170.000000,,,170.000000,HARD,,
7,t07,Periodic,0,0.000000,25.400000,25.400000,870.000000,,,870.000000,HARD,,
8,t08,Aperiodic,14,0.000000,0.400000,0.400000,30.000000,30.000000,60.000000,30.000000,HARD,,
9,t09,Periodic,7,0.000000,1.200000,1.200000,150.000000,,,150.000000,HARD,,
10,t10,Periodic,3,0.000000,5.300000,5.300000,470.000000,,,470.000000,HARD,,
11,t11,Periodic,4,0.000000,3.200000,3.200000,260.000000,,,260.000000,HARD,,
12,t12,Periodic,17,0.000000,0.400000,0.400000,20.000000,,,20.000000,HARD,,
13,t13,Periodic,13,0.000000,0.700000,0.700000,40.000000,,,40.000000,HARD,,
14,t14,Periodic,18,0.000000,1.600000,1.600000,10.000000,,,10.000000,HARD,,
15,t15,Periodic,16,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
16,t16,Periodic,11,0.000000,5.400000,5.400000,80.000000,,,80.000000,HARD,,
17,t17,Aperiodic,8,0.000000,10.000000,10.000000,100.000000,100.000000,110.000000,100.000000,HARD,,
18,t18,Periodic,2,0.000000,10.200000,10.200000,550.000000,,,550.000000,HARD,,
19,t19,Periodic,10,0.000000,3.500000,3.500000,90.000000,,,90.000000,HARD,,
20,t20,Periodic,12,0.000000,2.600000,2.600000,60.000000,,,60.000000,HARD,,

