Variable,Run,TestID,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdDistance
UAV,44,1,0,0,-789.8881506877871,10.0,2500,0,0.0
UAV,44,1,1,1,-789.7897955736773,-41.0,1242,0,0.0
UAV,44,1,2,2,-789.8881506877871,10.0,2500,0,0.0
UAV,44,1,3,3,-789.8634119369251,-11.0,13,0,0.0
UAV,44,1,4,4,-789.8988526787278,3.0,143,0,0.0
UAV,44,1,5,5,-789.8331607558779,-14.0,2545,0,0.0
UAV,44,1,6,6,-789.8634391970979,-23.0,0,0,0.0
UAV,44,1,7,7,-789.8023682347164,-32.0,1246,0,0.0
UAV,44,1,8,8,-789.8339760319122,-3.0,24,0,0.0
UAV,44,1,9,9,-789.8339760319122,-3.0,24,0,0.0
UAV,50,1,0,0,-789.9037023474132,10.0,0,0,0.0
UAV,50,1,1,1,-789.7897955736773,-41.0,1242,0,0.0
UAV,50,1,2,2,-789.9037023474132,10.0,0,0,0.0
UAV,50,1,3,3,-789.89760732068,4.0,0,0,0.0
UAV,50,1,4,4,-789.8584266429872,-4.0,0,0,0.0
UAV,50,1,5,5,-789.8341063797919,-9.0,28,0,0.0
UAV,50,1,6,6,-789.8272815330087,-15.0,190,0,0.0
UAV,50,1,7,7,-789.845864255799,-28.0,167,0,0.0
UAV,50,1,8,8,-789.8275027809242,-35.0,102,0,0.0
UAV,50,1,9,9,-789.819479905757,-20.0,157,0,0.0
UAV,10,1,0,0,-789.8881506877871,10.0,2500,0,0.0
UAV,10,1,1,1,-789.7934607190228,-34.0,1234,0,0.0
UAV,10,1,2,2,-789.8881506877871,10.0,2500,0,0.0
UAV,10,1,3,3,-789.7934607190228,-34.0,1234,0,0.0
UAV,10,1,4,4,-789.8595367972092,-1.0,2556,0,0.0
UAV,10,1,5,5,-789.843157949594,-8.0,2666,0,0.0
UAV,10,1,6,6,-789.8439229322358,-22.0,13,0,0.0
UAV,10,1,7,7,-789.856618352248,-27.0,3,0,0.0
UAV,10,1,8,8,-789.8583817495053,-14.0,1160,0,0.0
UAV,10,1,9,9,-789.8327010252489,-15.0,2577,0,0.0
UAV,22,1,0,0,-789.9036792921231,10.0,0,0,0.0
UAV,22,1,1,1,-789.9036792921231,10.0,0,0,0.0
UAV,22,1,2,2,-789.7897955736773,-41.0,1242,0,0.0
UAV,22,1,3,3,-789.8485275178842,-19.0,2628,0,0.0
UAV,22,1,4,4,-789.7939861378934,-30.0,1234,0,0.0
UAV,22,1,5,5,-789.9485419813385,3.0,0,0,0.0
UAV,22,1,6,6,-789.8592955608223,-10.0,2588,0,0.0
UAV,22,1,7,7,-789.8239933028507,-24.0,1320,0,0.0
UAV,22,1,8,8,-789.8782326534063,-4.0,2556,0,0.0
UAV,22,1,9,9,-789.8486929149541,-7.0,2594,0,0.0
UAV,31,1,0,0,-789.888139000414,10.0,2500,0,0.0
UAV,31,1,1,1,-789.7897955736773,-41.0,1242,0,0.0
UAV,31,1,2,2,-789.7897955736773,-41.0,1242,0,0.0
UAV,31,1,3,3,-789.888139000414,10.0,2500,0,0.0
UAV,31,1,4,4,-789.8499638586359,-21.0,2661,0,0.0
UAV,31,1,5,5,-789.819629081118,-32.0,198,0,0.0
UAV,31,1,6,6,-789.8763259346929,-12.0,0,0,0.0
UAV,31,1,7,7,-789.8939925379394,2.0,0,0,0.0
UAV,31,1,8,8,-789.9477502651779,4.0,0,0,0.0
UAV,31,1,9,9,-789.9191917378083,-10.0,0,0,0.0
UAV,15,1,0,0,-789.8881506877871,10.0,2500,0,0.0
UAV,15,1,1,1,-789.7922404837302,-46.0,1242,0,0.0
UAV,15,1,2,2,-789.8881506877871,10.0,2500,0,0.0
UAV,15,1,3,3,-789.804276667771,-28.0,1189,0,0.0
UAV,15,1,4,4,-789.9261654448264,2.0,0,0,0.0
UAV,15,1,5,5,-789.8239530359054,-24.0,1250,0,0.0
UAV,15,1,6,6,-789.8401376647919,-7.0,0,0,0.0
UAV,15,1,7,7,-789.9375828423359,-19.0,2863,0,0.0
UAV,15,1,8,8,-789.9391066899938,-4.0,0,0,0.0
UAV,15,1,9,9,-789.8501556893167,-16.0,0,0,0.0
UAV,41,1,0,0,-789.8881506877871,10.0,2500,0,0.0
UAV,41,1,1,1,-789.7898214771349,-40.0,1242,0,0.0
UAV,41,1,2,2,-789.9070478058611,2.0,3500,0,0.0
UAV,41,1,3,3,-789.8193033978702,-22.0,233,0,0.0
UAV,41,1,4,4,-789.8259743941519,-13.0,58,0,0.0
UAV,41,1,5,5,-789.7951952671807,-30.0,1210,0,0.0
UAV,41,1,6,6,-789.8070953264778,-26.0,1190,0,0.0
UAV,41,1,7,7,-789.8822018399569,-8.0,0,0,0.0
UAV,41,1,8,8,-789.8239058514928,-11.0,167,0,0.0
UAV,41,1,9,9,-789.8826694202578,-3.0,0,0,0.0
UAV,48,1,0,0,-789.8881506877871,10.0,2500,0,0.0
UAV,48,1,1,1,-789.7897955736773,-41.0,1242,0,0.0
UAV,48,1,2,2,-789.8881506877871,10.0,2500,0,0.0
UAV,48,1,3,3,-789.817516573395,-24.0,1161,0,0.0
UAV,48,1,4,4,-789.8134470474707,-34.0,129,0,0.0
UAV,48,1,5,5,-789.8667143435987,-2.0,0,0,0.0
UAV,48,1,6,6,-789.9044791259753,4.0,0,0,0.0
UAV,48,1,7,7,-789.8333861468675,-18.0,211,0,0.0
UAV,48,1,8,8,-789.8450661035233,-9.0,0,0,0.0
UAV,48,1,9,9,-789.8528447294012,-12.0,0,0,0.0
UAV,12,1,0,0,-789.7896737459915,-46.0,1242,0,0.0
UAV,12,1,1,1,-789.8881506877871,10.0,2500,0,0.0
