Variable,Run,TestID,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdDistance
UAV,44,1,0,0,-803.0256879978199,10.0,50,0,0.0
UAV,44,1,1,1,-802.7438269110763,-41.0,47,0,0.0
UAV,44,1,2,2,-803.0256879978199,10.0,50,0,0.0
UAV,44,1,3,3,-802.8874393742385,-11.0,4,0,0.0
UAV,44,1,4,4,-802.9661059156148,3.0,32,0,0.0
UAV,44,1,5,5,-802.8614607625478,-14.0,64,0,0.0
UAV,44,1,6,6,-802.8635700651073,-23.0,0,0,0.0
UAV,44,1,7,7,-802.7664938572041,-32.0,47,0,0.0
UAV,44,1,8,8,-802.9578323716236,-3.0,0,0,0.0
UAV,44,1,9,9,-802.9578323716236,-3.0,0,0,0.0
UAV,50,1,0,0,-803.0343888793556,10.0,0,0,0.0
UAV,50,1,1,1,-802.7438269110763,-41.0,47,0,0.0
UAV,50,1,2,2,-803.0343888793556,10.0,0,0,0.0
UAV,50,1,3,3,-803.0146572584442,4.0,0,0,0.0
UAV,50,1,4,4,-802.9673088354018,-4.0,0,0,0.0
UAV,50,1,5,5,-802.908930910855,-9.0,0,0,0.0
UAV,50,1,6,6,-802.8664077651251,-15.0,35,0,0.0
UAV,50,1,7,7,-802.8151832382908,-28.0,32,0,0.0
UAV,50,1,8,8,-802.7926816485843,-35.0,12,0,0.0
UAV,50,1,9,9,-802.8214719265352,-20.0,15,0,0.0
UAV,10,1,0,0,-803.0256879978199,10.0,50,0,0.0
UAV,10,1,1,1,-802.7519424161528,-34.0,47,0,0.0
UAV,10,1,2,2,-803.0256879978199,10.0,50,0,0.0
UAV,10,1,3,3,-802.7519424161528,-34.0,47,0,0.0
UAV,10,1,4,4,-802.944308126289,-1.0,70,0,0.0
UAV,10,1,5,5,-802.9157562787389,-8.0,70,0,0.0
UAV,10,1,6,6,-802.8297087762408,-22.0,12,0,0.0
UAV,10,1,7,7,-802.8227447426868,-27.0,2,0,0.0
UAV,10,1,8,8,-802.9068846593411,-14.0,35,0,0.0
UAV,10,1,9,9,-802.8599546165847,-15.0,64,0,0.0
UAV,22,1,0,0,-803.0343800478545,10.0,0,0,0.0
UAV,22,1,1,1,-803.0343800478545,10.0,0,0,0.0
UAV,22,1,2,2,-802.7438269110763,-41.0,47,0,0.0
UAV,22,1,3,3,-802.8669458234118,-19.0,70,0,0.0
UAV,22,1,4,4,-802.7588736653573,-30.0,47,0,0.0
UAV,22,1,5,5,-803.0480992582367,3.0,0,0,0.0
UAV,22,1,6,6,-802.9246165650331,-10.0,60,0,0.0
UAV,22,1,7,7,-802.8122114012269,-24.0,66,0,0.0
UAV,22,1,8,8,-802.9974596316689,-4.0,62,0,0.0
UAV,22,1,9,9,-802.8826813929128,-7.0,70,0,0.0
UAV,31,1,0,0,-803.0257087952702,10.0,50,0,0.0
UAV,31,1,1,1,-802.7438269110763,-41.0,47,0,0.0
UAV,31,1,2,2,-802.7438269110763,-41.0,47,0,0.0
UAV,31,1,3,3,-803.0257087952702,10.0,50,0,0.0
UAV,31,1,4,4,-802.8404143388294,-21.0,70,0,0.0
UAV,31,1,5,5,-802.8043730450494,-32.0,23,0,0.0
UAV,31,1,6,6,-802.8981765911557,-12.0,0,0,0.0
UAV,31,1,7,7,-803.0038640457049,2.0,0,0,0.0
UAV,31,1,8,8,-803.0733974688682,4.0,0,0,0.0
UAV,31,1,9,9,-803.0057121508048,-10.0,0,0,0.0
UAV,15,1,0,0,-803.0256879978199,10.0,50,0,0.0
UAV,15,1,1,1,-802.7464850470392,-46.0,47,0,0.0
UAV,15,1,2,2,-803.0256879978199,10.0,50,0,0.0
UAV,15,1,3,3,-802.7795986879629,-28.0,35,0,0.0
