Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,19,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
2,"t02",Periodic,9,0.000000,0.500000,0.500000,190.000000,,,190.000000,HARD,,
3,"t03",Aperiodic,4,0.000000,11.000000,11.000000,610.000000,610.000000,1140.000000,610.000000,HARD,,
4,"t04",Periodic,1,0.000000,48.900000,48.900000,750.000000,,,750.000000,HARD,,
5,"t05",Periodic,13,0.000000,1.400000,1.400000,90.000000,,,90.000000,HARD,,
6,"t06",Periodic,16,0.000000,0.400000,0.400000,50.000000,,,50.000000,HARD,,
7,"t07",Periodic,18,0.000000,0.600000,0.600000,20.000000,,,20.000000,HARD,,
8,"t08",Periodic,3,0.000000,57.000000,57.000000,670.000000,,,670.000000,HARD,,
9,"t09",Periodic,17,0.000000,0.800000,0.800000,30.000000,,,30.000000,HARD,,
10,"t10",Periodic,14,0.000000,5.900000,5.900000,80.000000,,,80.000000,HARD,,
11,"t11",Periodic,5,0.000000,9.400000,9.400000,530.000000,,,530.000000,HARD,,
12,"t12",Periodic,15,0.000000,1.500000,1.500000,70.000000,,,70.000000,HARD,,
13,"t13",Periodic,7,0.000000,4.500000,4.500000,320.000000,,,320.000000,HARD,,
14,"t14",Periodic,2,0.000000,87.800000,87.800000,690.000000,,,690.000000,HARD,,
15,"t15",Periodic,6,0.000000,8.200000,8.200000,390.000000,,,390.000000,HARD,,
16,"t16",Periodic,8,0.000000,9.100000,9.100000,220.000000,,,220.000000,HARD,,
17,"t17",Periodic,0,0.000000,1.500000,1.500000,840.000000,,,840.000000,HARD,,
18,"t18",Periodic,11,0.000000,3.600000,3.600000,160.000000,,,160.000000,HARD,,
19,"t19",Aperiodic,12,0.000000,6.200000,6.200000,130.000000,130.000000,150.000000,130.000000,HARD,,
20,"t20",Periodic,10,0.000000,4.900000,4.900000,170.000000,,,170.000000,HARD,,
