Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Aperiodic,17,0.000000,3.600000,3.600000,60.000000,60.000000,60.000000,60.000000,HARD,,
2,"t02",Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
3,"t03",Periodic,16,0.000000,2.000000,2.000000,60.000000,,,60.000000,HARD,,
4,"t04",Periodic,15,0.000000,0.200000,0.200000,60.000000,,,60.000000,HARD,,
5,"t05",Periodic,11,0.000000,0.500000,0.500000,90.000000,,,90.000000,HARD,,
6,"t06",Periodic,7,0.000000,8.600000,8.600000,300.000000,,,300.000000,HARD,,
7,"t07",Periodic,18,0.000000,0.800000,0.800000,40.000000,,,40.000000,HARD,,
8,"t08",Periodic,14,0.000000,2.100000,2.100000,70.000000,,,70.000000,HARD,,
9,"t09",Periodic,6,0.000000,32.200000,32.200000,320.000000,,,320.000000,HARD,,
10,"t10",Periodic,8,0.000000,9.500000,9.500000,240.000000,,,240.000000,HARD,,
11,"t11",Periodic,10,0.000000,1.400000,1.400000,100.000000,,,100.000000,HARD,,
12,"t12",Periodic,3,0.000000,6.700000,6.700000,590.000000,,,590.000000,HARD,,
13,"t13",Periodic,4,0.000000,10.700000,10.700000,530.000000,,,530.000000,HARD,,
14,"t14",Periodic,12,0.000000,5.800000,5.800000,80.000000,,,80.000000,HARD,,
15,"t15",Periodic,0,0.000000,32.400000,32.400000,950.000000,,,950.000000,HARD,,
16,"t16",Periodic,5,0.000000,35.900000,35.900000,450.000000,,,450.000000,HARD,,
17,"t17",Aperiodic,13,0.000000,0.500000,0.500000,70.000000,70.000000,70.000000,70.000000,HARD,,
18,"t18",Periodic,1,0.000000,63.000000,63.000000,820.000000,,,820.000000,HARD,,
19,"t19",Periodic,2,0.000000,28.000000,28.000000,670.000000,,,670.000000,HARD,,
20,"t20",Periodic,9,0.000000,1.100000,1.100000,100.000000,,,100.000000,HARD,,
