Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,2,0.000000,13.600000,13.600000,340.000000,340.000000,360.000000,340.000000,HARD,,
2,t02,Aperiodic,15,0.000000,1.400000,1.400000,30.000000,30.000000,60.000000,30.000000,HARD,,
3,t03,Periodic,17,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
4,t04,Periodic,14,0.000000,1.800000,1.800000,30.000000,,,30.000000,HARD,,
5,t05,Aperiodic,9,0.000000,7.200000,7.200000,160.000000,160.000000,310.000000,160.000000,HARD,,
6,t06,Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
7,t07,Aperiodic,1,0.000000,21.800000,21.800000,390.000000,390.000000,690.000000,390.000000,HARD,,
8,t08,Aperiodic,13,0.000000,0.200000,0.200000,50.000000,50.000000,70.000000,50.000000,HARD,,
9,t09,Periodic,12,0.000000,3.300000,3.300000,50.000000,,,50.000000,HARD,,
10,t10,Periodic,6,0.000000,8.400000,8.400000,220.000000,,,220.000000,HARD,,
11,t11,Periodic,16,0.000000,0.400000,0.400000,20.000000,,,20.000000,HARD,,
12,t12,Aperiodic,0,0.000000,15.000000,15.000000,530.000000,530.000000,910.000000,530.000000,HARD,,
13,t13,Periodic,11,0.000000,1.500000,1.500000,50.000000,,,50.000000,HARD,,
14,t14,Periodic,8,0.000000,1.600000,1.600000,160.000000,,,160.000000,HARD,,
15,t15,Periodic,3,0.000000,25.700000,25.700000,330.000000,,,330.000000,HARD,,
16,t16,Periodic,4,0.000000,17.600000,17.600000,290.000000,,,290.000000,HARD,,
17,t17,Periodic,10,0.000000,4.600000,4.600000,120.000000,,,120.000000,HARD,,
18,t18,Aperiodic,5,0.000000,4.700000,4.700000,260.000000,260.000000,460.000000,260.000000,HARD,,
19,t19,Aperiodic,7,0.000000,0.400000,0.400000,190.000000,190.000000,260.000000,190.000000,HARD,,
20,t20,Aperiodic,18,0.000000,0.400000,0.400000,10.000000,10.000000,20.000000,10.000000,HARD,,

