Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,17,0.000000,0.500000,0.500000,20.000000,,,20.000000,HARD,,
2,t02,Periodic,16,0.000000,0.900000,0.900000,20.000000,,,20.000000,HARD,,
3,t03,Periodic,2,0.000000,20.000000,20.000000,670.000000,,,670.000000,HARD,,
4,t04,Periodic,15,0.000000,0.400000,0.400000,20.000000,,,20.000000,HARD,,
5,t05,Aperiodic,6,0.000000,3.100000,3.100000,120.000000,120.000000,150.000000,120.000000,HARD,,
6,t06,Aperiodic,9,0.000000,1.700000,1.700000,70.000000,70.000000,80.000000,70.000000,HARD,,
7,t07,Aperiodic,11,0.000000,0.800000,0.800000,40.000000,40.000000,80.000000,40.000000,HARD,,
8,t08,Periodic,19,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
9,t09,Periodic,7,0.000000,6.900000,6.900000,110.000000,,,110.000000,HARD,,
10,t10,Aperiodic,18,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
11,t11,Periodic,3,0.000000,0.400000,0.400000,380.000000,,,380.000000,HARD,,
12,t12,Aperiodic,1,0.000000,35.700000,35.700000,800.000000,800.000000,1280.000000,800.000000,HARD,,
13,t13,Aperiodic,0,0.000000,50.100000,50.100000,960.000000,960.000000,1860.000000,960.000000,HARD,,
14,t14,Periodic,12,0.000000,0.600000,0.600000,30.000000,,,30.000000,HARD,,
15,t15,Periodic,8,0.000000,2.800000,2.800000,90.000000,,,90.000000,HARD,,
16,t16,Periodic,5,0.000000,10.700000,10.700000,130.000000,,,130.000000,HARD,,
17,t17,Aperiodic,10,0.000000,1.300000,1.300000,40.000000,40.000000,50.000000,40.000000,HARD,,
18,t18,Aperiodic,14,0.000000,1.600000,1.600000,20.000000,20.000000,40.000000,20.000000,HARD,,
19,t19,Periodic,4,0.000000,11.200000,11.200000,230.000000,,,230.000000,HARD,,
20,t20,Aperiodic,13,0.000000,0.600000,0.600000,20.000000,20.000000,40.000000,20.000000,HARD,,

