Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,11,0.000000,3.300000,3.300000,100.000000,,,100.000000,HARD,,
2,t02,Periodic,8,0.000000,2.300000,2.300000,220.000000,,,220.000000,HARD,,
3,t03,Periodic,19,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
4,t04,Aperiodic,5,0.000000,3.700000,3.700000,320.000000,320.000000,410.000000,320.000000,HARD,,
5,t05,Periodic,13,0.000000,0.500000,0.500000,50.000000,,,50.000000,HARD,,
6,t06,Aperiodic,17,0.000000,0.300000,0.300000,20.000000,20.000000,40.000000,20.000000,HARD,,
7,t07,Aperiodic,16,0.000000,0.100000,0.100000,20.000000,20.000000,40.000000,20.000000,HARD,,
8,t08,Aperiodic,2,0.000000,12.300000,12.300000,810.000000,810.000000,1130.000000,810.000000,HARD,,
9,t09,Periodic,3,0.000000,5.100000,5.100000,460.000000,,,460.000000,HARD,,
10,t10,Aperiodic,14,0.000000,0.600000,0.600000,40.000000,40.000000,80.000000,40.000000,HARD,,
11,t11,Periodic,0,0.000000,1.700000,1.700000,1000.000000,,,1000.000000,HARD,,
12,t12,Aperiodic,6,0.000000,6.700000,6.700000,270.000000,270.000000,540.000000,270.000000,HARD,,
13,t13,Aperiodic,1,0.000000,14.100000,14.100000,970.000000,970.000000,1210.000000,970.000000,HARD,,
14,t14,Periodic,12,0.000000,4.900000,4.900000,70.000000,,,70.000000,HARD,,
15,t15,Aperiodic,10,0.000000,1.700000,1.700000,120.000000,120.000000,160.000000,120.000000,HARD,,
16,t16,Periodic,15,0.000000,1.200000,1.200000,20.000000,,,20.000000,HARD,,
17,t17,Periodic,18,0.000000,0.900000,0.900000,10.000000,,,10.000000,HARD,,
18,t18,Aperiodic,7,0.000000,25.300000,25.300000,230.000000,230.000000,240.000000,230.000000,HARD,,
19,t19,Periodic,4,0.000000,10.700000,10.700000,360.000000,,,360.000000,HARD,,
20,t20,Periodic,9,0.000000,23.800000,23.800000,170.000000,,,170.000000,HARD,,

