Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,9,0.000000,2.500000,2.500000,80.000000,,,80.000000,HARD,,
2,"t02",Periodic,15,0.000000,0.200000,0.200000,30.000000,,,30.000000,HARD,,
3,"t03",Periodic,3,0.000000,9.700000,9.700000,470.000000,,,470.000000,HARD,,
4,"t04",Periodic,13,0.000000,1.300000,1.300000,50.000000,,,50.000000,HARD,,
5,"t05",Periodic,5,0.000000,20.900000,20.900000,200.000000,,,200.000000,HARD,,
6,"t06",Periodic,19,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
7,"t07",Periodic,8,0.000000,0.500000,0.500000,80.000000,,,80.000000,HARD,,
8,"t08",Periodic,18,0.000000,0.600000,0.600000,20.000000,,,20.000000,HARD,,
9,"t09",Periodic,6,0.000000,10.300000,10.300000,150.000000,,,150.000000,HARD,,
10,"t10",Aperiodic,2,0.000000,22.900000,22.900000,510.000000,510.000000,2060.000000,510.000000,HARD,,
11,"t11",Aperiodic,4,0.000000,4.800000,4.800000,290.000000,290.000000,540.000000,290.000000,HARD,,
12,"t12",Periodic,17,0.000000,0.900000,0.900000,20.000000,,,20.000000,HARD,,
13,"t13",Aperiodic,11,0.000000,1.700000,1.700000,60.000000,60.000000,440.000000,60.000000,HARD,,
14,"t14",Aperiodic,0,0.000000,0.400000,0.400000,680.000000,680.000000,3430.000000,680.000000,HARD,,
15,"t15",Periodic,1,0.000000,24.600000,24.600000,660.000000,,,660.000000,HARD,,
16,"t16",Aperiodic,16,0.000000,1.500000,1.500000,20.000000,20.000000,60.000000,20.000000,HARD,,
17,"t17",Aperiodic,14,0.000000,0.300000,0.300000,30.000000,30.000000,30.000000,30.000000,HARD,,
18,"t18",Aperiodic,7,0.000000,4.200000,4.200000,110.000000,110.000000,160.000000,110.000000,HARD,,
19,"t19",Aperiodic,10,0.000000,2.400000,2.400000,70.000000,70.000000,90.000000,70.000000,HARD,,
20,"t20",Periodic,12,0.000000,1.700000,1.700000,50.000000,,,50.000000,HARD,,
