Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,10,0.000000,3.800000,3.800000,50.000000,,,50.000000,HARD,,
2,"t02",Aperiodic,3,0.000000,35.600000,35.600000,650.000000,650.000000,1940.000000,650.000000,HARD,,
3,"t03",Aperiodic,4,0.000000,0.200000,0.200000,320.000000,320.000000,1050.000000,320.000000,HARD,,
4,"t04",Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
5,"t05",Aperiodic,1,0.000000,22.600000,22.600000,910.000000,910.000000,6780.000000,910.000000,HARD,,
6,"t06",Periodic,12,0.000000,3.000000,3.000000,40.000000,,,40.000000,HARD,,
7,"t07",Aperiodic,5,0.000000,2.400000,2.400000,310.000000,310.000000,1290.000000,310.000000,HARD,,
8,"t08",Periodic,18,0.000000,0.300000,0.300000,10.000000,,,10.000000,HARD,,
9,"t09",Aperiodic,11,0.000000,1.200000,1.200000,40.000000,40.000000,290.000000,40.000000,HARD,,
10,"t10",Aperiodic,0,0.000000,1.000000,1.000000,950.000000,950.000000,1340.000000,950.000000,HARD,,
11,"t11",Periodic,9,0.000000,0.600000,0.600000,90.000000,,,90.000000,HARD,,
12,"t12",Periodic,17,0.000000,1.400000,1.400000,10.000000,,,10.000000,HARD,,
13,"t13",Aperiodic,16,0.000000,0.400000,0.400000,10.000000,10.000000,80.000000,10.000000,HARD,,
14,"t14",Periodic,2,0.000000,1.600000,1.600000,760.000000,,,760.000000,HARD,,
15,"t15",Aperiodic,7,0.000000,1.900000,1.900000,150.000000,150.000000,240.000000,150.000000,HARD,,
16,"t16",Periodic,6,0.000000,11.900000,11.900000,250.000000,,,250.000000,HARD,,
17,"t17",Periodic,15,0.000000,0.500000,0.500000,10.000000,,,10.000000,HARD,,
18,"t18",Periodic,8,0.000000,2.700000,2.700000,90.000000,,,90.000000,HARD,,
19,"t19",Periodic,14,0.000000,0.100000,0.100000,20.000000,,,20.000000,HARD,,
20,"t20",Periodic,13,0.000000,1.300000,1.300000,20.000000,,,20.000000,HARD,,
