Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,8,0.000000,0.200000,0.200000,140.000000,140.000000,180.000000,140.000000,HARD,,
2,t02,Periodic,4,0.000000,62.000000,62.000000,300.000000,,,300.000000,HARD,,
3,t03,Aperiodic,11,0.000000,3.400000,3.400000,80.000000,80.000000,140.000000,80.000000,HARD,,
4,t04,Periodic,1,0.000000,5.100000,5.100000,620.000000,,,620.000000,HARD,,
5,t05,Periodic,10,0.000000,2.700000,2.700000,90.000000,,,90.000000,HARD,,
6,t06,Periodic,9,0.000000,4.300000,4.300000,100.000000,,,100.000000,HARD,,
7,t07,Aperiodic,0,0.000000,5.000000,5.000000,700.000000,700.000000,1000.000000,700.000000,HARD,,
8,t08,Periodic,3,0.000000,6.800000,6.800000,360.000000,,,360.000000,HARD,,
9,t09,Periodic,5,0.000000,1.400000,1.400000,280.000000,,,280.000000,HARD,,
10,t10,Aperiodic,12,0.000000,3.300000,3.300000,50.000000,50.000000,60.000000,50.000000,HARD,,
11,t11,Periodic,15,0.000000,0.200000,0.200000,40.000000,,,40.000000,HARD,,
12,t12,Periodic,18,0.000000,0.600000,0.600000,20.000000,,,20.000000,HARD,,
13,t13,Aperiodic,19,0.000000,0.500000,0.500000,10.000000,10.000000,20.000000,10.000000,HARD,,
14,t14,Aperiodic,16,0.000000,0.400000,0.400000,30.000000,30.000000,40.000000,30.000000,HARD,,
15,t15,Aperiodic,6,0.000000,13.200000,13.200000,270.000000,270.000000,330.000000,270.000000,HARD,,
16,t16,Periodic,14,0.000000,0.600000,0.600000,40.000000,,,40.000000,HARD,,
17,t17,Periodic,17,0.000000,0.200000,0.200000,20.000000,,,20.000000,HARD,,
18,t18,Periodic,7,0.000000,4.000000,4.000000,220.000000,,,220.000000,HARD,,
19,t19,Aperiodic,2,0.000000,15.100000,15.100000,480.000000,480.000000,510.000000,480.000000,HARD,,
20,t20,Periodic,13,0.000000,1.900000,1.900000,40.000000,,,40.000000,HARD,,

