Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,11,0.000000,1.000000,1.000000,70.000000,,,70.000000,HARD,,
2,t02,Periodic,3,0.000000,18.600000,18.600000,400.000000,,,400.000000,HARD,,
3,t03,Periodic,14,0.000000,1.000000,1.000000,60.000000,,,60.000000,HARD,,
4,t04,Periodic,17,0.000000,1.100000,1.100000,30.000000,,,30.000000,HARD,,
5,t05,Periodic,2,0.000000,25.600000,25.600000,420.000000,,,420.000000,HARD,,
6,t06,Periodic,7,0.000000,6.000000,6.000000,200.000000,,,200.000000,HARD,,
7,t07,Aperiodic,13,0.000000,2.500000,2.500000,60.000000,60.000000,70.000000,60.000000,HARD,,
8,t08,Periodic,1,0.000000,6.100000,6.100000,470.000000,,,470.000000,HARD,,
9,t09,Aperiodic,5,0.000000,5.100000,5.100000,360.000000,360.000000,400.000000,360.000000,HARD,,
10,t10,Periodic,8,0.000000,14.700000,14.700000,150.000000,,,150.000000,HARD,,
11,t11,Periodic,10,0.000000,1.300000,1.300000,110.000000,,,110.000000,HARD,,
12,t12,Periodic,16,0.000000,0.300000,0.300000,50.000000,,,50.000000,HARD,,
13,t13,Periodic,9,0.000000,7.900000,7.900000,140.000000,,,140.000000,HARD,,
14,t14,Periodic,18,0.000000,0.600000,0.600000,20.000000,,,20.000000,HARD,,
15,t15,Periodic,19,0.000000,0.600000,0.600000,10.000000,,,10.000000,HARD,,
16,t16,Periodic,0,0.000000,2.400000,2.400000,510.000000,,,510.000000,HARD,,
17,t17,Aperiodic,15,0.000000,0.100000,0.100000,50.000000,50.000000,70.000000,50.000000,HARD,,
18,t18,Aperiodic,6,0.000000,14.300000,14.300000,250.000000,250.000000,390.000000,250.000000,HARD,,
19,t19,Aperiodic,4,0.000000,20.400000,20.400000,390.000000,390.000000,640.000000,390.000000,HARD,,
20,t20,Periodic,12,0.000000,3.000000,3.000000,60.000000,,,60.000000,HARD,,

