Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,2,0.000000,0.600000,0.600000,310.000000,,,310.000000,HARD,,
2,t02,Aperiodic,1,0.000000,18.100000,18.100000,340.000000,340.000000,380.000000,340.000000,HARD,,
3,t03,Periodic,6,0.000000,2.600000,2.600000,40.000000,,,40.000000,HARD,,
4,t04,Aperiodic,8,0.000000,1.800000,1.800000,20.000000,20.000000,40.000000,20.000000,HARD,,
5,t05,Periodic,4,0.000000,6.400000,6.400000,60.000000,,,60.000000,HARD,,
6,t06,Aperiodic,0,0.000000,39.200000,39.200000,640.000000,640.000000,1250.000000,640.000000,HARD,,
7,t07,Periodic,5,0.000000,6.000000,6.000000,50.000000,,,50.000000,HARD,,
8,t08,Periodic,3,0.000000,8.600000,8.600000,90.000000,,,90.000000,HARD,,
9,t09,Aperiodic,9,0.000000,0.300000,0.300000,10.000000,10.000000,20.000000,10.000000,HARD,,
10,t10,Periodic,7,0.000000,2.300000,2.300000,30.000000,,,30.000000,HARD,,

