Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,4,0.000000,29.300000,29.300000,190.000000,,,190.000000,HARD,,
2,t02,Periodic,9,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
3,t03,Periodic,8,0.000000,1.100000,1.100000,10.000000,,,10.000000,HARD,,
4,t04,Aperiodic,0,0.000000,50.200000,50.200000,650.000000,650.000000,1280.000000,650.000000,HARD,,
5,t05,Periodic,3,0.000000,13.700000,13.700000,190.000000,,,190.000000,HARD,,
6,t06,Aperiodic,6,0.000000,0.100000,0.100000,50.000000,50.000000,80.000000,50.000000,HARD,,
7,t07,Aperiodic,1,0.000000,76.400000,76.400000,590.000000,590.000000,930.000000,590.000000,HARD,,
8,t08,Periodic,7,0.000000,3.100000,3.100000,40.000000,,,40.000000,HARD,,
9,t09,Periodic,2,0.000000,13.700000,13.700000,220.000000,,,220.000000,HARD,,
10,t10,Aperiodic,5,0.000000,0.100000,0.100000,50.000000,50.000000,60.000000,50.000000,HARD,,

