Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,2,0.000000,21.900000,21.900000,130.000000,130.000000,260.000000,130.000000,HARD,,
2,t02,Periodic,9,0.000000,0.700000,0.700000,10.000000,,,10.000000,HARD,,
3,t03,Aperiodic,5,0.000000,4.000000,4.000000,90.000000,90.000000,120.000000,90.000000,HARD,,
4,t04,Periodic,6,0.000000,4.900000,4.900000,70.000000,,,70.000000,HARD,,
5,t05,Aperiodic,0,0.000000,4.600000,4.600000,750.000000,750.000000,1050.000000,750.000000,HARD,,
6,t06,Aperiodic,3,0.000000,5.200000,5.200000,120.000000,120.000000,230.000000,120.000000,HARD,,
7,t07,Periodic,7,0.000000,1.600000,1.600000,50.000000,,,50.000000,HARD,,
8,t08,Periodic,4,0.000000,5.000000,5.000000,110.000000,,,110.000000,HARD,,
9,t09,Periodic,1,0.000000,52.600000,52.600000,290.000000,,,290.000000,HARD,,
10,t10,Periodic,8,0.000000,0.800000,0.800000,20.000000,,,20.000000,HARD,,

