Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,9,0.000000,0.400000,0.400000,160.000000,,,160.000000,HARD,,
2,t02,Aperiodic,1,0.000000,40.700000,40.700000,650.000000,650.000000,2970.000000,650.000000,HARD,,
3,t03,Periodic,5,0.000000,48.600000,48.600000,380.000000,,,380.000000,HARD,,
4,t04,Aperiodic,6,0.000000,32.700000,32.700000,310.000000,310.000000,1770.000000,310.000000,HARD,,
5,t05,Aperiodic,0,0.000000,33.200000,33.200000,930.000000,930.000000,2750.000000,930.000000,HARD,,
6,t06,Periodic,19,0.000000,0.600000,0.600000,30.000000,,,30.000000,HARD,,
7,t07,Periodic,12,0.000000,0.800000,0.800000,70.000000,,,70.000000,HARD,,
8,t08,Aperiodic,17,0.000000,0.900000,0.900000,40.000000,40.000000,90.000000,40.000000,HARD,,
9,t09,Aperiodic,7,0.000000,1.500000,1.500000,230.000000,230.000000,690.000000,230.000000,HARD,,
10,t10,Periodic,2,0.000000,13.200000,13.200000,610.000000,,,610.000000,HARD,,
11,t11,Aperiodic,11,0.000000,5.400000,5.400000,90.000000,90.000000,130.000000,90.000000,HARD,,
12,t12,Periodic,16,0.000000,0.800000,0.800000,50.000000,,,50.000000,HARD,,
13,t13,Periodic,8,0.000000,0.400000,0.400000,190.000000,,,190.000000,HARD,,
14,t14,Periodic,15,0.000000,1.200000,1.200000,50.000000,,,50.000000,HARD,,
15,t15,Periodic,3,0.000000,5.100000,5.100000,420.000000,,,420.000000,HARD,,
16,t16,Periodic,18,0.000000,0.700000,0.700000,30.000000,,,30.000000,HARD,,
17,t17,Periodic,13,0.000000,0.200000,0.200000,60.000000,,,60.000000,HARD,,
18,t18,Periodic,14,0.000000,4.400000,4.400000,50.000000,,,50.000000,HARD,,
19,t19,Aperiodic,10,0.000000,1.300000,1.300000,150.000000,150.000000,700.000000,150.000000,HARD,,
20,t20,Aperiodic,4,0.000000,19.600000,19.600000,410.000000,410.000000,1760.000000,410.000000,HARD,,

