Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,0,0.000000,60.900000,60.900000,920.000000,,,920.000000,HARD,,
2,t02,Aperiodic,1,0.000000,21.700000,21.700000,880.000000,880.000000,1650.000000,880.000000,HARD,,
3,t03,Aperiodic,19,0.000000,0.500000,0.500000,10.000000,10.000000,20.000000,10.000000,HARD,,
4,t04,Periodic,14,0.000000,0.500000,0.500000,40.000000,,,40.000000,HARD,,
5,t05,Aperiodic,16,0.000000,0.100000,0.100000,30.000000,30.000000,40.000000,30.000000,HARD,,
6,t06,Periodic,10,0.000000,3.200000,3.200000,80.000000,,,80.000000,HARD,,
7,t07,Periodic,12,0.000000,1.200000,1.200000,60.000000,,,60.000000,HARD,,
8,t08,Periodic,4,0.000000,19.800000,19.800000,370.000000,,,370.000000,HARD,,
9,t09,Periodic,8,0.000000,11.200000,11.200000,120.000000,,,120.000000,HARD,,
10,t10,Periodic,11,0.000000,2.500000,2.500000,70.000000,,,70.000000,HARD,,
11,t11,Aperiodic,9,0.000000,2.000000,2.000000,110.000000,110.000000,180.000000,110.000000,HARD,,
12,t12,Periodic,17,0.000000,2.700000,2.700000,20.000000,,,20.000000,HARD,,
13,t13,Aperiodic,7,0.000000,0.200000,0.200000,170.000000,170.000000,340.000000,170.000000,HARD,,
14,t14,Periodic,18,0.000000,0.400000,0.400000,10.000000,,,10.000000,HARD,,
15,t15,Periodic,3,0.000000,1.000000,1.000000,450.000000,,,450.000000,HARD,,
16,t16,Aperiodic,2,0.000000,6.600000,6.600000,490.000000,490.000000,740.000000,490.000000,HARD,,
17,t17,Aperiodic,15,0.000000,0.600000,0.600000,30.000000,30.000000,50.000000,30.000000,HARD,,
18,t18,Aperiodic,13,0.000000,0.300000,0.300000,40.000000,40.000000,60.000000,40.000000,HARD,,
19,t19,Periodic,6,0.000000,5.700000,5.700000,260.000000,,,260.000000,HARD,,
20,t20,Periodic,5,0.000000,12.900000,12.900000,330.000000,,,330.000000,HARD,,

